pitch_id	WITHOUT_gender_Prediction	WITH_gender_Prediction	isFemale	Real_Received_Offer	keywords
S07E07P03	1	1	0	0	last mile problem,innovative solution,demonstrable product,market need,engaging presentation
S07E08P01	0	0	0	0	product comfort concerns,material quality,unclear market demand,investor skepticism
S07E08P03	0	1	0	1	licensing focus,lack of growth interest,unclear market education strategy,investor concerns about brand building.
S07E08P04	1	0	0	1	innovative,unique products,large market potential,existing sales,appealing to tech-savvy investors
S07E09P01	0	0	0	0	niche market,unclear financials,high risk,novelty product,lack of demonstrated market demand.
S07E09P03	1	1	0	1	social impact,established retail presence,unique product,emotional appeal,scalable model
S07E10P01	0	0	0	0	niche market,entertainment value,product practicality,safety concerns,investor interest
S07E10P04	0	0	0	1	high valuation,niche market,complex product features,investor skepticism on market size and execution capability.
S07E11P01	0	0	0	1	high price point,niche market,seasonal product,complex technology,additional costs for patterns.
S07E11P02	0	0	0	0	novelty item,seasonal,competitive market,niche product
S07E11P03	0	0	0	1	niche market,scalability concerns,manufacturing complexity,investor interest
S07E12P02	0	0	0	1	negative feedback,taste issues,niche market,investor concerns,lack of enthusiasm.
S07E12P03	1	1	0	1	unique entertainment concept,proven sales growth,scalable business model,high entertainment value,experiential trend.
S07E12P04	0	0	0	1	niche market,limited appeal,unclear differentiation from existing solutions (tie bars),entertainment value moderate but not compelling.
S07E13P01	0	0	0	0	unclear value proposition,hygiene concerns,niche market,presentation style,investor skepticism
S07E13P02	1	1	0	1	social impact,sustainability,subscription model,market demand for healthy products,emotional appeal,clear business model.
S07E14P01	0	0	0	1	high valuation,niche market,uncertain scalability,legal complexities,low success rate.
S07E15P02	0	0	0	0	overcrowded market,lack of unique value proposition,high valuation for early-stage company,unclear financials and sales data.
S07E15P03	0	0	0	0	high cost,niche market,practicality concerns,investor skepticism
S07E15P04	1	1	0	1	high growth,proven track record,expanding market,educational impact,scalable online transition.
S07E16P02	1	1	0	0	innovative product,broad market appeal,tech focus,safety feature,entertainment value.
S07E16P04	1	1	0	1	social impact,unique value proposition,veteran entrepreneurs,compelling backstory,emotional appeal.
S07E17P01	1	1	0	0	innovative product,health and wellness market,high accuracy,scalable technology,strong pitch entertainment value.
S07E17P04	0	1	0	1	high valuation,niche market,technology reliability,competition in custom clothing.
S07E18P01	0	1	0	1	high valuation,crowded market,unclear differentiation"
S07E18P02	0	0	0	0	niche market,high investment ask,unclear scalability,specialized equipment,hygiene skepticism
S07E18P04	0	1	0	1	unclear pitch,environmental focus,niche market,execution concerns,investor fit
S07E19P01	0	0	0	1	oversaturated market,unclear differentiation,safety concerns,niche product
S07E19P03	1	1	0	1	innovative,space-saving,fitness industry,scalable product line,clear demand
S07E20P03	0	0	0	0	saturated market,unclear differentiation,potential technical issues,high production costs
S07E21P01	0	1	0	0	crowdsourcing complexity,niche market,high investment for equity"
S07E21P02	0	0	0	1	unclear business model,lack of serious problem identification,insufficient financial details,high valuation with low equity offer.
S07E21P03	1	1	0	1	innovative solution,relatable problem,clear market need,appealing product demonstration,engaging pitch
S07E22P01	0	0	0	1	niche product,limited appeal,novelty item,entertainment value high but practical investment low
S07E22P02	0	0	0	1	high investment ask,niche market,limited product size,complex technology,specialized team requirement.
S07E23P01	1	1	0	1	unique pet products,customization,emotional appeal,large pet market,reasonable valuation,personalized pitch with samples.
S07E23P02	1	1	0	1	innovative product,educational value,interactive technology,personalized content,strong presentation,engaging pitch.
S07E23P03	0	0	0	0	novelty item,limited utility,lack of recurring revenue,high novelty,low practical value
S07E23P04	1	1	0	1	innovative product,strong pre-sales,clear market niche,scalable business model,appealing to tech-savvy consumers.
S07E24P01	1	1	0	1	innovative product,pet health monitoring,large pet owner market,technology integration,reasonable valuation.
S07E24P02	0	0	0	0	high valuation,insufficient sales growth,unclear market demand,fashion accessory risk,investor skepticism.
S07E24P03	1	1	0	0	innovative product,high market potential,strong pitch,customization feature,technology integration,entertainment value.
S07E25P01	1	1	0	1	innovative product,solves common problem,environmentally friendly,patented,entertainment value,clear market potential
S07E25P02	0	0	0	0	niche market,high equity ask,entertainment value,lack of financial details,specialized location
S07E25P03	1	1	0	0	innovative product,large market,experienced team,strong demonstration,investor interest
S07E26P03	0	0	0	0	unclear pitch,product novelty,market potential unclear,high valuation
S07E26P04	0	0	0	1	high equity offer,niche market,unclear differentiation,potential scalability issues
S07E27P04	0	0	0	1	niche market,complex pitch,unclear financials,high valuation.
S07E28P01	1	1	0	1	unique concept,nostalgia marketing,entertainment value,growing adult recreation market
S07E28P02	0	0	0	1	unclear demonstration,niche market,high product cost,practicality concerns.
S07E28P04	1	1	0	1	innovative product,nostalgia market,scalable technology,entertainment value,interactive pitch
S07E29P01	1	1	0	1	return entrepreneur,addressed feedback,subscription model,direct-to-consumer,market need,entertainment value
S07E29P03	0	1	0	1	saturated market,digital alternatives,low technological barrier,unclear financials
S07E29P04	0	0	0	1	high valuation,niche market,controversial method,limited appeal
S08E01P01	1	1	0	1	innovative product,large market (beer consumers),entertainment value,demonstration ready,clear problem and solution,substantial equity offer.
S08E01P03	1	1	0	0	celebrity endorsements,unique product,experienced entrepreneur,clear market demand,personalization trend.
S08E02P01	1	0	0	1	innovative,fashion industry,high demand events,customizable,cost-effective,entertainment value
S08E02P03	0	0	0	0	entertainment value,lack of clear business model,high valuation,unclear market differentiation,reliance on poem/performance over substance.
S08E02P04	0	0	0	1	niche product,limited appeal,novelty item,unproven market demand,high risk.
S08E03P02	0	0	0	0	unclear pitch,lack of professionalism,insufficient financial details,confusing presentation
S08E03P03	0	1	0	1	high valuation,niche market,technical feasibility concerns,competitive landscape.
S08E04P02	1	1	0	0	unique product,legal innovation,high market demand,experienced entrepreneur,entertainment value
S08E04P03	0	1	0	1	niche product,high valuation,unclear market size,potential manufacturing complexities
S08E05P02	0	0	0	0	young entrepreneur,niche market,product uniqueness,investor risk appetite,market size concerns
S08E05P04	1	1	0	1	innovative product,pet industry,clear problem and solution,emotional appeal,reasonable valuation,scalable business model
S08E06P02	0	0	0	0	unclear business model,logistical concerns,hygiene issues with used clothes,high operational costs,niche market appeal.
S08E06P03	0	1	0	1	niche market,high investment ask,prototype stage,specialized technology,unclear mass market appeal.
S08E06P04	0	0	0	1	novelty item,lack of proprietary value,limited market potential,unclear business model.
S08E07P03	1	1	0	0	innovative technology,health concern solution,market potential,scalable product,strong presentation
S08E07P04	0	0	0	0	aggressive tone,unclear value proposition,high valuation,lack of financial details.
S08E08P02	0	0	0	1	young age,limited scalability,niche market,financials unclear,high risk
S08E08P03	1	1	0	1	scalable business,proven growth,food industry interest,engaging presentation,targeted investor appeal
S08E08P04	1	1	0	1	innovative product,real estate convenience,high market potential,engaging pitch,addresses common problem,technology integration.
S08E09P02	0	0	0	0	high valuation,niche market,unclear financials,investor concerns
S08E10P01	1	1	0	1	innovative product,urban mobility solution,high entertainment value,strong demonstration,clear market need
S08E10P02	1	1	0	0	pet health,growing market,emotional appeal,product uniqueness,clear problem and solution,engaging pitch.
S08E10P03	0	0	0	0	high valuation,niche market,unclear competitive advantage,investor concerns about ingredients and health impact.
S08E11P02	0	0	0	0	niche market,product differentiation unclear,safety concerns,limited appeal
S08E11P03	0	0	0	1	saturated market,customization not unique,high valuation,unclear competitive advantage
S08E11P04	0	0	0	1	unclear pitch,confusing presentation,lack of focus,high valuation,unclear financials.
S08E12P03	1	1	0	0	veteran-owned,emotional appeal,unique backstory,coffee market,strong branding,personalization.
S08E13P02	0	0	0	1	unclear value proposition,overly casual pitch,lack of financial details,unfocused product description
S08E14P02	1	1	0	1	innovative product,niche market,clear problem and solution,appealing to health-conscious consumers,entertainment value in pitch.
S08E14P04	0	0	0	1	high initial investment,security concerns,niche market,scalability issues
S08E15P03	0	1	0	1	niche market,unclear broad appeal,limited demonstration of financials,high valuation for early stage
S08E16P03	1	1	0	0	ethical sourcing,superfood trend,social impact,unique value proposition,health-conscious market.
S08E17P02	1	1	0	1	innovative product,home gardening trend,tech integration,strong presentation,market potential,lifestyle appeal
S08E17P03	0	0	0	0	competitive space,existing solutions,technical feasibility,niche market,high valuation
S08E17P04	1	1	0	1	educational technology,coding for kids,subscription model,interactive product demonstration,high market potential,engaging pitch.
S08E18P01	0	0	0	1	saturated market,unclear unique value proposition,high valuation,emotional appeal without strong business metrics
S08E18P02	0	0	0	1	sensationalism,lack of details,unclear business model,high valuation
S08E18P04	0	0	0	1	unclear pitch,initial confusion,niche market,low donation percentage,financial impact unclear
S08E19P02	1	1	0	1	unique product,interactive experience,entertainment value,consumer engagement,scalable business model
S08E19P03	0	1	0	0	saturated market,behavior modification complexity,unclear efficacy,high equity ask
S08E19P04	1	1	0	1	unique product,environmental impact,personalized pitch,scalable business model,entertainment value.
S08E20P01	0	0	0	1	niche market,novelty product,limited appeal,investor skepticism,entertainment value high but practical investment appeal low.
S08E20P02	0	1	0	1	niche market,complexity,entertainment gimmick,unclear scalability,high valuation.
S08E20P04	0	0	0	1	unclear problem statement,vague product description,lack of financial details,emotional pitch lacking business specifics.
S08E21P01	0	0	0	1	unclear pitch,unrealistic expectations,privacy concerns,high competition in security tech.
S08E21P03	0	0	0	0	unclear value proposition,consumer confusion,vague merchant commitments,investor concerns
S08E21P04	1	1	0	1	child safety,patented technology,emotional appeal,large market potential,appealing design.
S08E22P02	0	0	0	0	niche market,unclear demonstration,safety product,limited appeal,investor disinterest.
S08E22P04	1	1	0	1	innovative product,security concern,market need,demonstration,entertainment value
S08E23P01	1	0	0	1	innovative product,relatable problem,strong pitch,market potential,unique technology,made in usa,confident guarantee.
S08E23P02	0	0	0	0	niche product,high valuation,unclear market demand,novelty item,limited appeal
S08E23P04	1	1	0	1	innovative kitchen gadget,multi-functionality,clear problem and solution,engaging presentation,appealing to broad market
S08E24P02	1	1	0	0	innovative product,digital integration,environmental sustainability,clear use case,humor in pitch
S08E24P03	0	0	0	0	niche market,scientific skepticism,product efficacy,investor concerns
S09E01P02	0	0	0	0	niche market,safety concerns,high investment,unclear market demand,complex technology
S09E02P01	0	0	0	1	confusing pitch,unclear value proposition,lack of financial details,presentation clarity.
S09E02P03	0	0	0	1	niche market,novelty item,limited application,scalability concerns,unclear financials
S09E03P01	1	1	0	1	relatable problem,innovative solution,broad market appeal,entertainment value,clear demonstration
S09E03P02	1	1	0	1	innovative product,safety feature,large market potential,engaging presentation,strong demonstration
S09E03P03	1	1	0	1	unique product,global reach,demonstrated demand,coffee industry growth,simple solution
S09E04P02	1	1	0	0	innovative product,relatable problem,engaging presentation,targeted investor interaction,youth entrepreneur appeal
S09E04P03	0	1	0	1	saturated market,novelty appeal,lack of unique selling proposition,entertainment over substance
S09E04P04	0	1	0	1	prototype stage,unproven technology,limited market validation,high risk,patent only recent
S09E05P01	1	1	0	1	niche market,relatable problem,clear solution,engaging presentation,emotional appeal
S09E05P02	0	0	0	1	saturated market,novelty appeal,lack of financial details,high valuation
S09E05P04	0	0	0	1	niche market,product complexity,unclear differentiation,investor skepticism
S09E06P02	0	0	0	0	niche market,limited appeal,unclear financials,novelty product
S09E06P04	1	1	0	1	unique product,market demand,celebrity endorsement,practical demonstration,health and wellness trend.
S09E07P01	1	1	0	1	innovative concept,advertising revenue model,initial traction,scalability potential,environmental appeal.
S09E07P03	1	0	0	0	innovative product,large market potential,strong demonstration,clear value proposition,entertainment value.
S09E07P04	1	1	0	1	relatable problem,innovative solution,large target market,emotional appeal,clear demonstration
S09E08P03	0	0	0	0	confusing presentation,lack of clear communication,unprofessional demeanor,unclear business model,insufficient financial details
S09E09P01	1	1	0	1	innovative product,large market,pet industry,convenience,hygiene,clear problem and solution,appealing equity offer.
S09E09P03	0	0	0	0	niche market,unclear revenue model,high competition,low equity offer
S09E10P01	1	1	0	1	unique product,broad market application,military background,demonstrated need,entertainment value
S09E10P02	0	1	0	1	ethical concerns,privacy issues,sustainability of business model,cost concerns,scalability issues
S09E10P03	1	1	0	0	innovative technology,large market,environmental benefits,automation trend,operational model
S09E11P01	1	1	0	1	unique product,healthy alternative,clear market niche,enthusiastic team,positive shark engagement,food industry appeal.
S09E11P02	0	0	0	1	niche market,entertainment value,unclear financials,product differentiation,investor interest
S09E11P04	0	0	0	1	prototype not food grade,safety concerns,niche market,high valuation for early stage
S09E12P01	0	0	0	1	confusing pitch,unclear value proposition,niche market,high valuation
S09E12P02	0	0	0	0	unclear pitch,lack of details,missing financials,vague business model.
S09E13P01	1	1	0	1	seasonal product,high entertainment value,clear problem and solution,mass appeal,cozy wearable product,strong presentation style.
S09E13P02	0	0	0	0	niche market,seasonal product,unclear broader appeal,investor skepticism
S09E13P03	0	0	0	1	niche market,high product cost,limited appeal,technological redundancy,investor skepticism
S09E13P04	0	1	0	1	niche market,emotional appeal,lack of prior sales,family tradition,high risk
S09E14P01	1	1	0	1	practical solution,common problem,engaging pitch,product demonstration,humor,clear value proposition
S09E14P02	0	0	0	0	prototype stage,high investment in patents,unclear market validation,complex usability,high equity ask.
S09E14P04	0	0	0	0	unprofessional presentation,unclear value proposition,lack of focus,investor concerns
S09E15P01	0	0	0	1	niche product,unclear market demand,novelty item,potential manufacturing and scalability concerns,high valuation for early-stage product.
S09E15P03	0	0	0	0	niche market,high setup costs,uncertain demand,scalability concerns
S09E16P03	0	0	0	0	niche market,product appeal,presentation style,market size,investment attractiveness
S09E16P04	0	0	0	1	niche market,unclear financials,gimmicky presentation,lack of broad appeal.
S09E17P02	1	1	0	0	innovative product,strong sales,international presence,scalable market,safety features,appealing to broad demographic
S09E18P01	1	1	0	1	innovative product,market need for men,confidence boost,high entertainment value,clear problem and solution,appealing to investor interests in unique and scalable opportunities.
S09E18P02	0	0	0	1	niche market,lack of financial details,unclear broader appeal,high valuation.
S09E19P01	0	0	0	1	saturated market,unclear differentiation,complex customization,investor engagement
S09E19P02	1	1	0	1	innovative product,safety,large market potential,clear demonstration,engaging presentation,strong team motivation.
S09E20P02	0	0	0	0	confusing presentation,lack of clear business details,unprofessional demeanor
S09E20P03	1	1	0	1	high social impact,innovative solution,large market,relatable problem,strong presentation.
S09E20P04	1	1	0	1	innovative product,patented technology,broad market application,fitness industry growth,young entrepreneur.
S09E21P01	0	1	0	1	niche market,high valuation,unclear scalability,specialized product
S09E21P02	0	0	0	1	high shipping cost,heavy product,unclear differentiation,limited appeal
S09E21P04	1	1	0	1	high demand,affordable healthy food,scalable business model,social impact,food deserts
S09E22P02	0	1	0	1	niche market,limited appeal,high valuation,saturated market
S09E22P04	0	1	0	0	high valuation,niche market,lack of experience,health claims
S09E23P01	0	1	0	1	seasonal product,limited market potential,niche appeal,high valuation for equity offered.
S09E23P03	0	1	0	0	niche market,product practicality,safety concerns,unclear financials
S09E23P04	0	0	0	1	confusing pitch,unclear value proposition,market saturation,digital payment alternatives,implementation challenges
S09E24P01	0	0	0	0	saturated market,lack of unique value proposition,high competition,insufficient financial details
S09E24P03	0	0	0	1	unclear pitch,lack of details,confusing presentation,missing financials and market analysis.
S09E24P04	0	0	0	0	dietary supplement skepticism,investor dislike,early stage,health claims,regulatory concerns
S10E01P01	0	0	0	1	high valuation,niche market,existing solutions (cameras,secure delivery boxes),complex logistics for delivery drivers.
S10E01P02	1	1	0	1	innovative product,family business,entertainment value,patent protection,child entrepreneur,non-toxic and safe product
S10E02P01	1	1	0	1	unique product,pet industry,demonstration,entertainment value,clear problem and solution,market potential
S10E02P02	1	1	0	0	innovative product,relatable problem,engaging demonstration,strong pitch,clear market need,health benefits,interactive presentation
S10E03P02	0	0	0	1	cryptocurrency volatility,regulatory risks,complex explanation,niche market appeal,investor skepticism on tech understanding.
S10E03P03	0	1	0	1	niche market,high investment ask,unclear financials,regional expansion risk
S10E04P01	0	0	0	1	saturated market,niche product,unclear differentiation,high valuation
S10E04P04	0	0	0	1	unclear pitch,confusion,lack of focus,entertainment over substance
S10E05P02	1	1	0	1	innovative solution,large market potential,personal success story,scalable technology,appealing to frequent travelers.
S10E05P03	1	1	0	1	innovative product,significant sales,patented technology,market potential,high entertainment value.
S10E06P02	0	0	0	0	unclear presentation,niche market,product demonstration effectiveness questionable,security product market saturation.
S10E06P03	0	0	0	1	niche market,low investment appeal,high valuation,entertainment-focused pitch
S10E06P04	1	1	0	1	health trend,low-carb,sugar-free,proprietary blend,taste approved by sharks,growing market demand,appealing valuation.
S10E07P01	0	0	0	1	niche market,entertainment gimmick,unclear business model,seasonal limitation,investor skepticism.
S10E07P02	0	0	0	1	declining sales,unclear pitch,market potential questionable,financial instability.
S10E07P03	0	0	0	1	impractical product,niche market,lack of focus,unclear business model
S10E08P03	1	1	0	0	multiple offers,strong interest from sharks,high revenue projections,scalable market potential,positive feedback on product and branding.
S10E09P02	0	1	0	0	high valuation,niche market,complex product,fitness industry saturation,investor skepticism on reinventing established equipment.
S10E09P03	0	0	0	1	niche market,diy solution,lack of proprietary technology,high competition in coffee market,unclear financials and scalability.
S10E10P01	0	0	0	1	niche market,high risk,unclear revenue model,novelty appeal,scalability concerns
S10E10P02	1	1	0	0	ethical clothing,social impact,unique value proposition,strong mission,emotional appeal,market trend towards sustainability.
S10E10P04	1	1	0	1	innovative product,pet care market,engaging demonstration,clear problem and solution,reasonable valuation
S10E12P02	0	0	0	1	saturated market,lack of unique value proposition,high valuation,investor interest in innovative differentiation
S10E12P03	0	0	0	1	niche market,unclear presentation,entertainment over substance,lack of financial details.
S10E13P01	0	0	0	1	niche market,unclear presentation,product feasibility concerns,safety certification questions,investor fit.
S10E14P01	0	0	0	1	niche market,unclear presentation,confusion in pitch,high investor skepticism,product complexity
S10E15P01	1	1	0	1	innovative solution,large market,clear problem,entertainment value,experienced founders.
S10E16P01	1	1	0	1	innovative wellness solution,growing trend,high-end market appeal,clear business model,scalability potential
S10E16P02	0	0	0	1	niche market,high valuation,unclear financials,potential resistance to product concept
S10E17P01	1	1	0	1	unique product,strong presentation,food industry appeal,customization options,clear passion and enthusiasm.
S10E18P01	0	0	0	1	high valuation,unclear pitch,investor concerns,lack of clarity in financials.
S10E18P03	1	1	0	1	innovative product,entertainment value,clear problem and solution,market potential
S10E19P01	0	0	0	1	confusing pitch,lack of clear business model,unclear market potential,entertainment value not focused on business viability.
S10E19P02	1	1	0	1	customizable product,high market need,expert founder,scalable solution,health and safety concern.
S10E19P03	1	1	0	0	universal problem,eco-friendly solution,broad market appeal,engaging presentation,clear demonstration
S10E20P02	0	0	0	1	high valuation,niche market,operational complexity,unproven revenue model,competition from digital payment platforms.
S10E20P03	0	0	0	0	niche product,unclear market size,novelty appeal,sustainability angle positive but insufficient financial details
S10E20P04	1	1	0	1	innovative solution,health and wellness market,clear demonstration,entertainment value,reasonable valuation
S10E21P02	0	0	0	1	niche market,limited appeal,accessory-focused,small-scale problem,fashion dependency
S10E21P03	0	0	0	1	previous rejection,lack of sales,prototype stage,high risk,investor skepticism
S10E21P04	0	0	0	0	unclear pitch,confusing presentation,lack of focus,insufficient financial details
S10E22P01	0	0	0	1	incoherent,lacks clarity,no clear business model,unfocused pitch
S10E22P03	0	0	0	1	niche market,limited appeal,novelty item,low investment return potential
S10E22P04	0	0	0	1	niche market,unclear differentiation,potential safety concerns,limited appeal
S10E23P03	1	1	0	1	innovative,eco-friendly,unique product,entertainment value,market potential,health benefits
S10E23P04	0	0	0	1	unhealthy food concept,niche market,potential health trend misalignment,high risk.
S11E01P04	1	1	0	1	unique product,plant-based trend,gluten-free option,strong personal story,appealing food category,ready-to-eat convenience.
S11E02P02	1	1	0	1	health and wellness trend,profitable,growing sales,interactive pitch,scalable product
S11E03P02	1	1	0	0	innovative product,clear problem and solution,strong market potential,appealing presentation,proprietary technology
S11E03P03	1	1	0	1	innovative technology,wireless charging market,unique product feature,high demand for tech solutions,strong presentation.
S11E04P01	0	0	0	1	niche market,operational complexity,scalability concerns,specialized service,limited appeal
S11E04P03	0	1	0	0	oversaturated market,lack of innovation,unclear differentiation,presentation style,investor interest.
S11E04P04	0	0	0	1	repetitive speech,unclear presentation,lack of professionalism,high valuation,niche market
S11E05P02	0	0	0	0	saturated market,unclear unique value proposition,financial strain,personal anecdote-heavy pitch
S11E05P03	0	0	0	1	niche market,product complexity,potential damage to shoes,unclear financials
S11E05P04	1	1	0	1	medical device,large market,experienced team,patent pending,fda compliant,clear problem and solution,high entertainment value
S11E06P02	0	1	0	0	niche market,operational challenges,high valuation,lack of diversification
S11E06P04	0	0	0	1	oversaturated market,lack of innovation,unclear differentiation,high valuation
S11E07P03	1	1	0	0	innovative product,large market potential,relatable problem,entertainment value,clear demonstration.
S11E08P01	0	0	0	1	unclear pitch,lack of focus,confusing presentation,missing business details,emotional appeal without substance.
S11E08P04	0	0	0	1	high valuation,niche market,product differentiation unclear,scalability concerns.
S11E09P02	0	0	0	1	niche market,seasonal product,gimmick,limited appeal,entertainment value high but practical investment low
S11E09P04	1	1	0	1	problem and solution,demonstrable product,entertainment value,seasonal relevance
S11E10P02	0	0	0	0	confusing pitch,unclear technology explanation,lack of financial details,disorganized presentation
S11E10P03	0	0	0	0	saturated market,novelty product,safety concerns,demonstration issues
S11E10P04	0	0	0	1	high valuation,unclear innovation,limited differentiation,potential market skepticism
S11E12P01	0	0	0	1	unclear pitch,product differentiation unclear,market saturation,presentation style
S11E12P04	0	0	0	1	confusing presentation,lack of clear business focus,unprofessional demeanor,unclear value proposition
S11E13P02	1	1	0	1	innovative product,pet industry growth,emotional appeal,customization,organic and natural ingredients.
S11E13P03	0	0	0	0	flat revenue,low profit margin,niche market,high investment ask
S11E15P02	0	0	0	0	niche market,unclear financials,high valuation,limited scalability,novelty concept.
S11E15P04	0	0	0	1	over-the-top presentation,unclear financials,saturated market,gimmicky pitch.
S11E16P01	0	0	0	1	unclear presentation,lack of financial details,niche market,high valuation.
S11E16P04	1	1	0	1	innovative tool,safety feature,diy market,demonstration engagement,multiple product applications
S11E17P01	0	0	0	1	niche market,high competition,location-dependent,unclear financials,high valuation
S11E17P03	0	0	0	1	high valuation concerns,marketing issues,high customer acquisition cost,limited repeat business,investor disinterest
S11E18P01	0	0	0	1	unclear pitch,confusing presentation,niche product,lack of financial details,high valuation
S11E18P02	0	0	0	0	previous rejection,lack of new information,unclear pitch,reliance on past interaction
S11E18P04	0	0	0	1	saturated market,unclear differentiation,niche appeal,high valuation
S11E19P01	0	0	0	1	high valuation,niche product,lack of unique selling proposition,competitive market
S11E19P02	1	1	0	1	innovative product,strong team background,health-conscious market,unique delivery method,clear value proposition.
S11E20P03	0	0	0	0	unclear business model,lack of financial details,high entertainment but low substance,investor concerns on scalability and profitability.
S11E22P01	0	0	0	1	unclear pitch,lack of financial details,casual tone,product novelty questionable
S11E22P02	0	0	0	0	niche market,lack of clear financials,entertainment over substance,uncertain scalability
S11E22P03	0	0	0	0	niche market,unclear financials,limited scalability,personal anecdote-driven,product specificity
S11E23P01	0	1	0	1	saturated market,lack of innovation,unclear differentiation,environmental appeal limited
S11E23P02	1	1	0	0	safety product,firefighter founders,clear problem and solution,emotional appeal,reasonable valuation
S11E23P03	0	0	0	0	confusing pitch,unclear value proposition,prototype stage,no revenue,high valuation
S11E24P02	0	0	0	1	unclear pitch,lack of focus,high risk,insufficient return potential,investor concerns
S12E01P01	1	1	0	1	innovative product,patent protection,existing retail presence,scalable solution,relatable problem
S12E01P02	0	0	0	1	high cost,niche market,technical complexity,investor confusion
S12E01P04	1	1	0	1	innovative product,environmental focus,existing sales,market potential,product demonstration
S12E02P02	0	0	0	1	manufacturing problems,low profit margins,inventory issues,dependency on suppliers,lack of financial control.
S12E02P04	1	1	0	1	eco-friendly,market demand,unique product,sustainability,made in usa
S12E03P02	1	1	0	1	high profitability,rapid bootstrapped success,investor interest,clear use of funds,competitive offers
S12E03P04	0	0	0	1	high valuation,niche product,competitive market,unclear financial details
S12E04P01	1	1	0	1	health-focused,plant-based trend,expanding product line,addressing common cooking issues,market potential in health-conscious consumers.
S12E04P04	0	0	0	1	entertainment value,lack of business details,unclear product description,focus on performance over substance.
S12E05P04	1	1	0	1	unique product,environmental impact,growing niche market,engaging presentation,strong personal story
S12E06P01	1	1	0	1	unique product,health-conscious trend,strong presentation,surprise element,growing snack market.
S12E06P02	0	0	0	1	niche market,product practicality,pet discomfort,investor skepticism
S12E07P03	1	1	0	0	innovative product,unique technology,experienced entrepreneur,growing market,entertainment value
S12E08P02	1	1	0	1	safety,motorcycle,visibility,innovative product,large market,simple installation,emotional appeal
S12E08P04	0	0	0	1	high equity demand,entrepreneur reluctance,operational concerns,constant maintenance,high marketing needs
S12E09P02	0	0	0	0	high valuation,unclear solution effectiveness,novelty factor,celebrity endorsement reliability,market saturation.
S12E09P04	0	0	0	1	niche market,high equity ask,novelty product,limited appeal
S12E10P04	0	0	0	1	niche market,unclear value proposition,presentation clarity,investor fit.
S12E11P01	1	1	0	1	innovative product,health-conscious market,strong customer reviews,clear problem and solution,appealing to health trends,entertainment value in pitch.
S12E11P02	0	1	0	0	confusing pitch,lack of clear value proposition,high valuation concerns,investor hesitation.
S12E12P01	0	0	0	1	niche market,limited appeal,hygiene-focused but non-essential,competitive environment,unclear differentiation
S12E13P01	0	0	0	0	niche market,novelty,hygiene skepticism,dual product confusion,unclear financials
S12E13P03	0	0	0	1	niche market,lack of business details,personal story focus,unclear scalability.
S12E13P04	0	0	0	1	product complexity,safety concerns,niche market,demonstration issues
S12E16P01	0	1	0	1	niche market,scalability concerns,competitive differentiation,investor skepticism
S12E16P03	0	0	0	0	niche product,limited market appeal,entertainment value high but practical investment appeal low,lack of demonstrated sales or broader market validation,high equity ask for low investment.
S12E17P01	1	1	0	1	sustainability,health trend,market demand,unique product,flavor variety
S12E17P02	0	0	0	0	heavy product,unclear demonstration,niche market,environmental angle positive but overshadowed by practicality concerns
S12E18P01	1	1	0	1	innovative product,health-conscious trend,unique technology,strong presentation,market potential,entertainment value.
S12E18P03	0	0	0	1	niche market,unclear long-term efficacy,potential customer skepticism,high valuation
S12E18P04	1	1	0	1	family-oriented product,electric cargo bike,engaging pitch,personalized investor interaction,growing market for eco-friendly transportation.
S12E19P01	0	0	0	1	high valuation,niche product,existing competition,hygiene-focused but limited differentiation.
S12E19P03	0	0	0	0	niche market,unclear technology,high valuation,lack of financial details,complex product description.
S12E19P04	1	1	0	1	innovative product,strong demonstration,high market potential,protection technology,engaging presentation.
S12E20P02	1	1	0	0	innovative product,market need for cheese storage and slicing,engaging and humorous pitch,clear demonstration of product utility,reasonable valuation
S12E20P04	1	1	0	1	unique product,patented technology,large market (pet owners),problem-solving,reusable item.
S12E21P01	0	0	0	1	high valuation,niche market,perishable product,pandemic impact,operational scalability concerns.
S12E21P04	0	0	0	1	valuation,market saturation,competition"
S12E22P02	0	0	0	0	niche market,product complexity,unclear demonstration,limited appeal
S12E23P01	1	1	0	1	innovative product,large market potential,engaging pitch,sports technology,reasonable valuation.
S12E23P03	1	1	0	1	practical solution,large market potential,engaging pitch,clear problem statement,reasonable valuation.
S12E23P04	0	0	0	1	high valuation,niche market,complex product,investment size
S12E24P02	0	1	0	1	niche market,high risk,unclear scalability,novelty without proven demand
S12E24P03	0	1	0	1	niche market,novelty product,safety concerns,limited use case,seasonal dependency
S01E01P04	0	0	1	1	unclear presentation,niche market,prototype stage,lack of business model,investor concerns unaddressed
S01E02P03	0	0	1	1	low profit margins,high valuation concerns,better financing options needed
S01E02P04	0	0	1	0	no sales,unclear market demand,skepticism from investors,high valuation with no proven track record.
S01E03P01	0	0	1	1	non-working prototype,lack of physical product,high equity ask,unclear manufacturing cost,incomplete development stage.
S01E03P03	0	0	1	1	niche market,limited scalability,unclear financials,high competition in children's books and wellness products.
S01E04P02	0	1	1	0	niche market,emotional appeal,unclear financials,product uniqueness,investor interest
S01E04P05	1	1	1	1	unique product,multiple customer channels,existing sales,retail partnership with target,hospitality industry potential.
