Pitch_id,Season_id,Total_speech_segments,Total_speech_segments_ENTRE,Total_speech_segments_INVES,Total_questions_INVES,Season_ID,Beauty_score,Age,BMI,GenderFemale,GenderMale,GenderMixedTeam,EthnicityBlack,EthnicityWhite,EthnicityAsian,EthnicityMixedTeam,IndustryChildrenEducation,IndustryFashionBeauty,IndustryFitnessSportsOutdoors,IndustryFoodandBeverage,IndustryHealthWellnessCleaning,IndustryLifestyleHome,IndustrySoftwareTech,IndustryPetProducts,IndustryOther,Revenue_ModelProductionTransacti,Revenue_ModelSubscriptionmodel,Revenue_ModelRentalorleasingmode,Revenue_ModelOther,Retail_EcommerceRetail,Retail_EcommerceOnline,Retail_EcommerceBothNone,Has_PatentYES,Has_PatentINPROGRESS,Has_PatentNO,Num_of_Presenters,Has_Debt,Seasonal,Num_of_Sales_Last_Year_USD,Num_of_Sales_Last_Year_USD_resc,Asked_Amount_USD,Asked_Equity_PCT,DV_Received_Offer,DV_Close_Deal,DV_Deal_Valuation_Divided_by_Ini,DV_Royalty_Deal,DV_Loan_Deal,DV_Num_Sharks_that_Closed_Deal,DV_Deal_Amount_USD,DV_Deal_Equity_PCT,DV_Deal_Valuation,DV_Updated_in_later_Episode,VOICE_pitch_avg_ENTRE_ALL,VOICE_harmonicity_avg_ENTRE_ALL,VOICE_jitter_avg_ENTRE_ALL,VOICE_shimmer_avg_ENTRE_ALL,VOICE_tempo_avg_ENTRE_ALL,VOICE_loudness_avg_ENTRE_ALL,VOICE_articulationrate_ENTRE_ALL,VOICE_neutral_avg_ENTRE_ALL,VOICE_calm_avg_ENTRE_ALL,VOICE_happy_avg_ENTRE_ALL,VOICE_sad_avg_ENTRE_ALL,VOICE_angry_avg_ENTRE_ALL,FACE_smiling_avg_ENTRE_ALL,FACE_happy_avg_ENTRE_ALL,FACE_neutral_avg_ENTRE_ALL,FACE_sad_avg_ENTRE_ALL,FACE_angry_avg_ENTRE_ALL,TEXT_financial_sent_ENTRE_ALL,TEXT_generic_sent_ENTRE_ALL,TEXT_happy_avg_ENTRE_ALL,TEXT_sadness_avg_ENTRE_ALL,TEXT_anger_avg_ENTRE_ALL,TEXT_trust_avg_ENTRE_ALL,TEXT_conflict_avg_ENTRE_ALL,TEXT_socialsupport_avg_ENTRE_ALL,TEXT_similarity_avg_ENTRE_ALL,TEXT_respect_avg_ENTRE_ALL,TEXT_knowledge_avg_ENTRE_ALL,TEXT_power_avg_ENTRE_ALL,TEXT_fun_avg_ENTRE_ALL,TEXT_identity_avg_ENTRE_ALL,TEXT_romance_avg_ENTRE_ALL,TEXT_LD_mtld_ENTRE_ALL,TEXT_LS_word_ENTRE_ALL,TEXT_uncertainty_ENTRE_ALL_D1,VOICE_pitch_avg_INVES_ALL,VOICE_harmonicity_avg_INVES_ALL,VOICE_tempo_avg_INVES_ALL,VOICE_articulationrate_avg_INVES,VOICE_neutral_avg_INVES_ALL,VOICE_calm_avg_INVES_ALL,VOICE_happy_avg_INVES_ALL,VOICE_sad_avg_INVES_ALL,VOICE_angry_avg_INVES_ALL,FACE_smiling_avg_INVES_ALL,FACE_happy_avg_INVES_ALL,FACE_neutral_avg_INVES_ALL,FACE_sad_avg_INVES_ALL,FACE_angry_avg_INVES_ALL,TEXT_financial_sent_INVES_ALL,TEXT_generic_sent_INVES_ALL,TEXT_happy_avg_INVES_ALL,TEXT_sadness_avg_INVES_ALL,TEXT_anger_avg_INVES_ALL,TEXT_trust_avg_INVES_ALL,TEXT_conflict_avg_INVES_ALL,TEXT_socialsupport_avg_INVES_ALL,TEXT_similarity_avg_INVES_ALL,TEXT_respect_avg_INVES_ALL,TEXT_knowledge_avg_INVES_ALL,TEXT_power_avg_INVES_ALL,TEXT_fun_avg_INVES_ALL,TEXT_identity_avg_INVES_ALL,TEXT_romance_avg_INVES_ALL,TEXT_LD_mltd_INVES_ALL,TEXT_LS_word_INVES_ALL,TEXT_uncertainty_INVES_ALL_D1
S02E02P03,2,22,8,14,6,2,51.754559,46.0994,27.188396,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,2310000,23.1,500000,20,0,0,,,,0,,,,0,121.62995,6.4663615,.029968131,.12198571,115.0974,-20.411913,4.4341998,.11711209,75.186371,21.107203,2.936234,.65306926,4.5743198,6.2548747,.92107689,.12026723,9.7815971,-.016803898,.050140142,67.216362,4.8679914,22.914099,3.2104394,12.823956,10.091978,.68890113,8.1935167,87.679672,55.243076,.40351647,1.8426374,.069230773,.53649652,11690.147,1,144.57973,6.2545624,126.81161,4.3190064,.14971967,75.211555,16.803757,.19488688,7.6400867,10.998767,3.3938439,12.139196,.37293446,10.876502,.027958939,.076091528,63.795769,3.3009686,27.778025,19.581884,21.693033,10.187459,1.9016393,4.0925412,81.508278,29.260574,1.7960656,17.476639,1.1933607,.48363373,12211.678,3
S02E02P04,2,61,20,41,13,2,50.397907,53.751312,35.362278,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,8000000,80,500000,10,1,1,.5,1,0,3,750000,30,2500000,0,125.90788,7.1869893,.02664,.12260591,119.8014,-20.321703,4.6569505,.13825637,12.861133,10.982638,3.215641,72.80233,1.968417,10.557343,3.7933249,.73622078,3.6196008,.016800452,-.056236204,59.509075,4.1806231,27.542866,3.2303636,33.966682,8.9222727,2.5925908,21.746181,90.906906,2.7748637,9.1139088,3.376091,1.1614546,.56638879,11896.516,10,143.2007,6.5581965,124.02041,4.3746619,2.2903488,62.980507,20.809296,3.8667066,10.053158,7.7587895,7.3128333,3.9510069,2.0617471,9.2082901,.016690705,.02758815,60.503162,2.083993,28.529268,6.9559627,25.312702,14.305963,1.8315527,9.5007763,86.514938,26.705622,.87015527,9.4477015,.67673916,.38269934,11450.495,7
S02E03P01,2,33,10,23,6,2,61.811028,32.21505,26.532108,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,34000,.34,90000,25,1,1,.75757498,1,0,1,90000,33,272727,0,210.70686,8.7512598,.020674324,.1111723,117.04191,-19.80806,4.5163836,.016368918,70.245644,28.398785,1.0031284,.33603987,20.328295,.45242554,1.1673366,.38067323,26.447617,-.027770191,.082508095,69.368843,5.0527,20.075132,.11905406,6.2683783,15.410946,0,5.5064187,77.708107,17.022905,10.006487,1.0758108,.0075675678,.58697158,11092.932,2,138.42426,7.1651006,124.00922,4.5805659,3.4920244,49.83696,21.096046,15.115465,10.459477,9.4611721,6.2363834,3.8222425,4.1055079,12.488989,-.014914338,-.0049667377,63.408463,2.4629314,28.753321,2.4814365,23.440552,17.078342,.92850828,11.983868,69.117073,23.934143,.42657459,6.4214916,11.518563,.50947142,11677.049,4
S02E03P02,2,32,10,22,9,2,53.032459,36.796585,27.350435,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,150000,1.5,140000,15,0,0,,,,0,,,,0,143.40723,7.9310699,.02867705,.11754836,104.61979,-17.171787,4.4092698,6.1206007,41.43364,49.28178,.34225574,2.8217351,4.3443766,4.2176647,2.2973952,2.8783863,17.012878,-.0094627813,.01847036,62.764328,6.170722,24.533894,1.5842623,13.128853,8.2404919,1.9045082,3.2783606,89.860001,59.011639,2.2328689,1.8986886,.64385247,.55607021,9216.4531,1,155.11613,7.1110826,122.10158,4.529294,3.54461,65.242508,9.5147963,15.282252,6.4158163,17.292444,3.7766886,2.7430611,2.0781734,15.512246,-.032862596,-.28421205,65.123955,3.0704927,25.91655,15.056757,29.883648,18.815001,2.6402028,14.366622,67.370201,7.4655404,5.2091894,8.1288509,9.3242569,.20586641,10663.479,1
S02E03P03,2,63,23,40,15,2,59.000397,37.390224,31.154829,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,5,0,0,20000,.2,100000,20,1,1,.80000001,0,0,1,100000,25,400000,0,234.28372,8.7479267,.020579459,.11162595,128.8949,-19.170771,4.4762096,.25332162,6.2067223,69.764282,17.160917,6.6147351,21.356339,2.5676951,2.2062135,1.2437855,20.848316,.040423572,.34171486,73.22245,2.0615435,19.717968,9.3944864,11.36427,16.517027,2.3107028,7.591135,84.842972,16.02227,2.7975135,5.5390811,1.9258379,.45811367,10972.325,2,145.31676,7.5916696,124.76105,4.3110976,6.0449543,55.022907,17.709673,8.4806499,12.741787,21.130091,2.5482495,3.0070243,1.8153729,23.247042,.036555506,.033043098,63.625404,1.8098552,27.130188,7.2015524,27.588484,31.128448,14.044333,9.6880865,70.770432,4.7738628,5.4239712,5.0200362,1.0638989,.38489458,12229.392,7
S02E03P04,2,55,20,35,19,2,60.930073,46.50037,33.504265,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,315000,3.1500001,150000,10,1,0,,,,0,,,,0,177.61452,7.8711543,.0204177,.11381859,116.75328,-19.14678,3.8009145,.003152655,70.964691,22.55127,4.6602793,1.8205881,2.4837871,2.2717998,.53268105,.1105758,3.8857129,.01052427,.11850841,65.10041,2.0374699,28.382679,2.1842036,21.485929,7.89323,3.4784071,4.0188494,85.749649,19.121593,.30924779,17.83885,.084424779,.39142415,11672.071,2,148.72849,7.5412893,126.67389,4.2461114,2.018369,74.814568,12.243897,1.364693,9.5584679,2.5390368,4.6166706,2.3111095,.68823588,4.8566332,-.075441621,-.22893792,54.95742,3.428843,37.186958,1.4175582,37.213451,13.345194,.57255816,5.1313567,81.902946,10.080349,6.4503875,4.2588372,.46255815,.28541586,12172.603,2
S02E04P01,2,57,21,36,11,2,59.449528,40.053391,31.610575,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,2,0,1,80000,.80000001,50000,25,1,1,1,0,0,1,50000,25,200000,1,246.43237,9.7394361,.021133872,.11255645,114.91105,-20.759575,4.123507,1.0653452,19.087599,75.812851,2.1206174,1.9135952,35.692333,2.1205196,10.752767,3.4052074,9.7932053,-.013280127,.27147537,59.613243,2.738745,28.182444,3.9618144,6.6781449,8.690484,2.5208066,4.8907256,89.712502,52.554638,18.290323,6.832016,1.1950403,.53723812,11637.661,4,149.3589,7.8180733,120.24615,4.3774691,.7551226,86.025536,4.1564784,6.8262796,2.2365811,11.125524,8.4135504,1.1797811,1.8328841,11.800641,.01678523,.070990466,62.739368,2.149745,29.462025,5.4593949,21.835161,14.390847,2.4553225,9.3950005,73.227257,30.937822,6.2083468,9.0963707,8.0901613,.352034,11257.766,10
S02E04P02,2,24,10,14,8,2,44.613255,53.675648,43.671566,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,45000,.44999999,25000,20,0,0,,,,0,,,,0,159.47255,8.8601246,.024530178,.11117041,114.73344,-16.504967,4.153441,.30741656,52.440113,39.551739,2.6619768,5.0387783,23.178055,17.271597,2.0647798,.16662937,3.7210658,.069958031,.30871212,69.36927,4.7672625,21.931623,.077810653,26.024853,5.4966273,0,1.8500592,91.52047,34.964558,5.9113016,.46153846,.004556213,.57802635,11338.484,5,138.19026,7.6182222,130.63959,4.4870887,2.119657,90.75386,3.1742091,3.5014501,.45085511,4.6718163,2.9939775,2.5690875,.54610014,7.2103348,.025106283,-.00095818558,69.740158,3.0792422,23.186947,10.570102,24.000713,15.332449,15.035612,18.621735,84.060303,2.0980613,.52142859,7.3615308,14.772653,.34523192,12701.886,2
S02E04P03,2,64,26,38,10,2,60.294918,42.881493,34.88623,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,50000,.5,50000,25,1,1,1.5,1,0,2,75000,25,300000,0,133.80864,7.1410136,.027126754,.12299956,136.49939,-21.27594,4.1281257,16.685656,47.764027,22.44788,12.708479,.39395833,3.0824404,.58320153,1.798177,.057441883,3.8108547,.071358211,.19461876,73.681503,1.6699409,18.014126,3.1059649,10.263114,13.547763,.27214912,4.2058334,77.511185,36.514648,.66100878,5.4846492,.27407894,.47375453,10730.411,5,127.46233,7.5245652,127.19791,4.4877558,.48732361,84.856194,1.8379912,8.9242554,3.8942192,9.2207451,3.5816569,1.3830717,.79345626,10.003978,-.016623916,-.10669198,67.305855,4.3670869,25.007799,8.9074402,39.648441,15.65044,2.82356,6.8283601,69.717117,15.1148,2.4428799,9.6768799,1.24692,.25583106,11616.546,0
S02E04P04,2,51,19,32,9,2,50.937057,54.107544,33.110615,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,50000,20,1,1,.5,0,0,1,50000,40,125000,0,150.68062,8.6688795,.027139073,.11485099,111.6645,-17.024109,4.3839979,10.217211,44.707851,27.254194,2.2455113,15.575221,11.19454,2.0500147,1.1790888,2.2541246,16.100063,.010875888,-.090914205,61.090683,1.9907895,30.123064,2.8860264,13.664503,15.790463,1.1168212,6.1582117,74.584305,24.127682,.15880795,7.3433113,.037152316,.28422308,11524.769,0,173.35506,8.1391478,120.93258,4.2258449,.76414692,44.844246,26.239397,12.881329,15.270894,30.315329,3.4867845,2.6289899,3.8953078,31.554726,-.0093612829,-.097850978,55.52634,2.1580696,35.888618,6.7808275,32.632759,21.172897,8.9153795,11.207311,61.24855,15.934758,3.334069,11.760897,3.6206896,.14259814,11292.154,2
S02E05P01,2,60,21,39,16,2,55.597248,33.163258,41.372013,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,11500,.115,30000,20,0,0,,,,0,,,,0,245.25166,8.6584768,.022358537,.1187378,124.14743,-21.916481,4.8958554,.057938211,1.5410175,85.379753,10.719337,2.301954,16.856575,1.6226904,2.7884429,1.353488,20.415253,-.054426655,.097282805,55.662128,7.7795539,29.244715,.53272361,29.294716,8.6023579,.42060974,5.7276831,82.154594,11.519878,.19134146,8.6971951,.060243901,.54839152,12260.58,4,162.37175,7.5704851,132.28799,4.4802222,2.5072308,62.343426,19.538589,5.0639496,10.546791,9.4125643,3.2774718,6.0511394,2.4850044,11.267101,-.01032765,-.084130935,60.656311,3.9479728,27.986017,2.1818411,21.013899,19.389999,2.1558123,12.778483,74.659782,21.366751,1.1040794,4.3381948,1.6526715,.41306758,11727.149,8
S02E05P02,2,35,16,19,3,2,57.399868,43.461147,31.403936,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,15000,.15000001,60000,20,0,0,,,,0,,,,0,151.20813,7.2298498,.021064285,.11048572,115.66919,-20.804226,4.2530456,.42062905,88.203926,7.2113857,1.7831134,2.3809156,14.773288,2.5689654,6.233078,.76798606,29.824932,.00076655991,-.20062119,70.273033,1.5527995,24.189074,.33533335,25.437523,8.0979052,.62219048,2.7795238,94.232811,7.4349046,.244,10.838857,.31790477,.5523141,11131.363,0,134.27614,7.630424,110.43664,4.2868032,.10660081,68.105705,7.1330128,23.928413,.72623873,11.062365,3.0066731,.6040014,.25846672,15.081314,-.042636685,-.16361754,60.382172,5.8239779,29.236433,3.1454031,18.258226,10.438307,1.4401613,5.5949192,87.955887,36.99976,1.1912904,13.558629,.86306453,.29461926,12351.233,1
S02E05P03,2,42,16,26,11,2,67.039284,36.259693,29.997883,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,27000,.27000001,50000,25,1,1,1,0,0,1,50000,25,200000,1,216.58923,8.5136194,.020053847,.1159109,107.69405,-21.204403,4.5978594,.0022025642,21.644033,77.880486,.38700962,.086235896,40.085022,.18477896,.66747481,.78942108,30.109812,.052804239,.40426767,73.796715,1.6241237,20.909628,.96480769,6.9298077,10.290449,.19839744,5.1356411,90.820259,2.9666026,17.332436,2.1214104,.35173076,.46247339,11103.603,1,145.97192,7.1167612,116.64162,4.3455749,.0038373494,61.611481,13.159206,18.6061,6.619349,4.0782914,4.108161,1.6829011,2.8261685,6.3403602,.00032113979,-.13076094,63.933514,2.2850893,27.897882,9.4030123,16.443735,18.498314,8.9339762,10.397771,84.205841,3.4576507,2.3342772,3.5823493,2.2078915,.3478176,11589.587,3
S02E05P04,2,56,11,45,13,2,62.858311,32.423622,27.476463,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,40000,25,1,1,2,0,0,1,80000,25,320000,0,155.28014,7.7066879,.024213461,.10995256,133.50819,-20.344349,4.4564643,3.1253064,87.014687,9.3622246,.2282718,.26947758,18.998686,.18984479,2.3337436,.10792,26.479477,-.022845956,-.22788654,59.973999,3.8963861,29.733156,.81224358,8.4137182,23.490768,.068910256,1.6630769,82.758331,.57673079,.0031410255,2.0014102,.0043589743,.59443331,11498.215,1,152.10022,6.6421623,117.62575,4.5411758,1.9219271,64.437469,20.048864,5.3610845,8.2306528,6.6087413,7.0229754,6.5784106,1.7571709,7.036859,.0095775519,.15762332,59.619923,2.1653187,31.534704,4.4072104,16.011185,16.649158,2.0436578,9.5333681,73.016815,30.581869,9.0279474,10.330894,1.9315263,.43528524,11400.345,9
S02E06P01,2,26,9,17,6,2,61.723015,27.47665,29.601732,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1300,.013,30000,15,0,0,,,,0,,,,0,151.90578,6.4745278,.026545081,.13015001,116.64333,-19.846905,4.3912754,9.9763269,74.787369,3.560863,7.0885992,4.5868444,14.757968,1.6306841,3.6609871,1.4412576,15.179874,-.067157097,-.20800631,55.352272,7.6687293,27.525764,.87188524,21.952623,6.3840985,.91540986,1.9285246,95.149506,47.980083,.37311476,1.017705,.38721311,.62066406,11715.085,1,156.84238,7.6714373,104.34751,4.6346946,5.2757239,50.609859,28.120489,11.966341,4.0275846,15.489479,11.181682,3.4453354,.56944871,13.557025,-.11163858,-.25471383,42.793644,3.7341092,41.85442,8.7546873,46.03104,17.793541,5.9040623,8.1564579,62.669376,4.3583331,3.9076042,6.095521,1.5859375,.1997062,11912.123,1
S02E06P02,2,73,7,66,18,2,50.755711,28.278997,29.658825,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,100000,1,50000,25,1,1,.5,0,0,1,50000,50,100000,0,133.56038,6.1875038,.029836001,.14207999,117.82996,-17.699892,4.8120141,3.490366,92.318741,.241834,3.9413021,.007766,5.1899152,.037592478,.61834484,.099329151,11.503235,.032931678,-.14405502,67.009361,6.8360262,20.525146,22.837799,12.689,9.1597996,.3396,2.9212,87.463799,3.6324,.6584,3.7720001,.033599999,.44366688,11278.493,0,138.53447,6.4391699,116.09889,4.2952399,3.3936925,65.456314,9.5111885,16.814049,4.8247528,18.680418,5.0363073,2.8747215,1.752867,16.741182,-.037423506,-.048998948,55.20615,4.1545482,31.953592,4.5159874,20.972227,11.868199,1.5875671,4.1281357,82.117775,39.550949,1.9439495,2.2570143,3.0070775,.45074564,11321.35,10
S02E06P03,2,45,15,30,6,2,62.462746,39.743004,30.650364,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,90000,20,0,0,,,,0,,,,0,153.89853,6.2222691,.02214697,.11684091,122.6644,-18.05336,3.9893591,.00073080807,5.782835,14.747256,.0035616162,79.465607,21.054544,5.5933614,17.120363,2.4114902,16.21347,-.033124078,-.043216817,53.850567,2.6619821,38.925568,.80424243,11.630909,10.643738,.44752526,3.8284342,87.716919,69.177071,.057727274,8.9568186,.013383838,.54533851,12750.901,5,155.37372,7.0879059,128.63567,4.1613903,2.4681497,69.589104,16.256931,1.8527139,9.833127,7.2212157,6.1521239,6.8626361,2.9157944,5.7356162,-.01285236,-.12866221,48.835636,3.4929113,42.116421,2.8555441,33.166893,12.077721,3.5412953,7.4735751,70.248138,4.696321,1.4505181,4.231658,.33813471,.2056413,12329.99,0
S02E06P04,2,53,23,30,10,2,56.71772,42.350777,30.930698,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,3500000,35,500000,10,1,0,,,,0,,,,1,149.29587,7.1447577,.029128997,.12714386,121.63605,-18.424469,4.4088926,.086685874,40.69014,22.373928,5.743156,31.106094,34.08276,1.8119305,14.113901,.35277164,30.559366,.12006299,.48511207,68.366127,1.8401177,24.474524,1.7989219,15.695019,18.507399,.40650558,10.910707,92.793045,17.595798,6.1687732,1.5911524,.0049442379,.48130882,11082.213,8,144.20015,6.7160339,119.60834,4.2294164,1.8336535,72.957603,14.132969,2.4056239,8.6701431,11.959901,7.0275826,6.9665647,1.5077783,11.493749,-.035271127,-.0062223761,59.433205,2.3197227,33.08744,11.821502,18.192492,10.456777,1.0054945,3.9477289,81.943367,11.454542,.84369963,3.7053847,.29208791,.39996037,12086.699,2
S02E07P01,2,62,21,41,16,2,71.830078,33.053848,28.186249,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,750000,7.5,150000,15,1,1,1,0,0,1,150000,15,1000000,1,131.2973,6.2265062,.026373988,.13866416,127.33582,-23.513044,4.3815184,.95101851,66.675247,6.0508199,.31599018,26.006929,2.5094087,1.8837951,1.3391207,1.8145516,2.4299564,.051150851,.2246829,69.0224,2.1803856,23.41165,10.992601,8.5632944,10.787168,1.5980924,4.6098266,84.622543,37.274048,6.0121388,2.1175144,.57421964,.45433098,10516.389,3,146.15437,6.5744634,118.07201,4.5537972,.3270787,88.022255,3.6791754,7.7125406,.25896186,13.618384,4.5303807,3.0304687,2.5029049,16.939142,-.02753178,-.033866145,60.070293,1.5329195,31.793863,7.7187629,29.187216,16.573677,18.924261,6.9334021,71.922684,21.4744,9.1833677,9.5910997,1.951409,.28129476,10832.05,0
S02E07P02,2,19,5,14,6,2,55.020546,27.517431,38.943096,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,53000,.52999997,50000,25,0,0,,,,0,,,,1,153.95084,7.8258519,.028287755,.13021292,114.59145,-21.88962,4.516964,.0082115643,99.945229,.02342381,.0057619046,.017319048,46.555214,6.8556991,7.671443,2.3588109,36.358219,.01511401,.29629913,69.751862,3.1674967,21.839718,.079115644,1.8783673,5.7474151,0,3.1342177,97.598228,26.365578,.0031972788,.22108844,.0031972788,.70340937,10427.313,5,155.82806,5.2295556,123.21973,3.9629858,.24490571,90.887688,5.920207,.089352854,2.8578386,14.278544,4.3472438,4.5271287,1.0534048,14.941629,-.047060609,-.064031966,49.988808,2.7285054,42.894249,7.6462855,45.656715,17.102571,.057428572,6.6354284,68.944145,6.3605714,9.2614288,15.219143,.020714285,.18815933,10987.642,1
S02E07P03,2,57,24,33,10,2,51.660778,43.620308,38.16396,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,550000,5.5,250000,15,1,0,,,,0,,,,0,207.05183,7.0020986,.023475794,.13043334,116.6979,-22.86245,4.9195065,.30716428,10.232017,22.503668,64.108307,2.8488421,14.193444,2.2279525,10.344684,1.2484117,15.678294,.049985953,.20980664,73.133972,3.0253749,18.29653,.41591269,11.69488,8.5244837,5.0041666,3.2282937,91.902184,49.950993,.81301588,4.7053967,.28242064,.5445118,11039.865,3,167.09808,6.0017147,118.29333,4.3323922,3.8635669,73.664078,14.579036,6.7349796,1.1583428,8.4659624,3.0521524,10.516161,1.4032202,5.6746058,-.01332322,-.010248535,67.608818,2.6905086,21.930088,7.9474039,27.516684,20.305674,3.0332212,11.683173,70.597404,9.7827406,2.9325962,5.8691826,2.5632691,.33206603,11248.931,10
S02E07P04,2,46,10,36,12,2,58.357895,46.098824,31.414007,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,500000,40,1,1,1,0,0,1,1250000,100,1250000,0,120.4334,6.4200191,.028280357,.13411251,108.9356,-21.461391,4.44416,.00040595239,86.732666,12.140979,.98817915,.13780595,1.3534914,3.804677,8.4599237,.75631624,.96356755,.010430942,.0052140295,60.401974,3.6782022,28.139273,.66952384,15.58381,4.861012,.63410717,1.8294643,85.000832,16.140417,.60613096,.76375002,.60851192,.63283926,11627.25,3,138.46141,5.8098378,119.40903,4.3877301,1.5395272,86.715691,6.7548537,4.2640986,.72582334,8.333539,6.7081728,5.5919814,.63716847,11.463782,-.0050406074,-.068775021,58.613876,2.7335837,32.019112,1.2353697,34.449417,12.481634,.81035018,3.8236966,80.618752,17.039845,5.455214,5.4263425,.35097277,.24766742,11558.243,5
S02E08P01,2,51,15,36,11,2,60.802109,34.872826,29.003571,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,225000,2.25,100000,15,1,1,.49999931,0,0,1,100000,30,333333,1,230.67645,8.4939852,.021997675,.11420605,106.70831,-19.080162,4.5759144,.3962442,9.7579346,63.814835,25.255949,.77507675,20.141888,.1364122,.51225281,.74956518,26.429211,-.024412679,-.085011646,58.203812,3.8277943,32.733383,.62674421,26.051813,5.429256,1.5923721,1.5973953,95.834282,19.114977,9.298419,1.8470697,.0067906976,.63888776,12218.486,1,155.65939,7.0190196,119.38953,4.2743406,.57202208,72.045494,16.019156,8.1021137,3.2612054,12.504612,2.3638935,6.0767884,1.8994327,13.612586,.0071336799,.010243287,61.628708,3.928452,22.236931,10.949208,29.68025,14.319917,10.290542,6.806375,71.450836,18.270334,9.937458,4.8797917,2.8479583,.28523198,11034.263,9
S02E08P02,2,42,13,29,13,2,73.140747,29.817884,25.405252,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,90000,.89999998,50000,15,0,0,,,,0,,,,0,199.49983,7.9337077,.020268181,.11304156,124.42827,-18.958681,4.1963491,3.6680377,33.249763,42.459999,15.226091,5.3961043,45.152115,.26949915,.15347174,2.8596203,45.87048,.09812849,.025381215,76.314232,2.3331003,17.815313,6.7302599,11.697272,11.663897,2.919935,5.2955842,81.74221,7.5375972,1.1279221,3.2550001,.58688313,.52728266,12449.5,1,152.24231,7.727684,132.22754,4.3331065,9.2425842,73.157036,12.58081,2.7338042,2.2857671,8.2700701,1.8188968,4.2197938,1.4895123,9.3230619,-.13319671,-.34584081,58.705719,5.7825398,26.301664,7.0142202,43.813625,11.551881,1.9963762,5.3665137,81.712708,3.1234403,.61738533,6.2699084,.37123853,.45501217,12701.109,6
S02E08P03,2,31,9,22,7,2,63.779457,39.515015,34.898132,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,180000,45,1,1,1,0,0,2,180000,45,400000,1,146.95186,7.1834998,.028242342,.12891982,98.593185,-17.773306,4.1939569,.15836126,12.774202,17.014771,69.564445,.48828918,6.0831504,3.1261621,4.6135674,.19947147,9.513011,.048010439,.36155197,77.269753,1.8837264,16.927717,9.9209909,12.477657,12.175406,5.9354053,4.7417116,85.097565,2.545135,.28594595,6.6613512,.78306305,.51650298,11451.414,0,149.47482,7.9116578,115.41328,4.3748136,13.973584,59.194714,11.854406,.91086781,14.06642,9.9231377,3.1575649,5.8893762,4.069324,12.259592,-.062703356,.0050745741,67.416573,1.9925745,22.694805,3.9726174,18.740738,15.805235,11.077114,9.5347652,65.460335,18.027182,3.8461745,11.913356,6.8724833,.35865656,12944.173,0
