pitch_id,dv_received_offer,text
S04E09P04,1,"I'm Bev Vines Haynes and I'm Charlotte Clary and we're the founders of ice chips candy, we're asking for 250,000 dollars, in exchange for a 15 percent equity in our company in the competitive candy and meant World. Xylitol is the hottest alternative sweetener going. Ice chips are the yummiest healthiest. Xylitol candy on the market. Most sugar free candy and healthy can He tastes like petrified flower, but our candy comes in 17. Exciting flavors is zesty stimulating and actually good for adults and children. It's true. Xylitol is a natural sweetener. Germs and bacteria. Cannot grow on it. So Dennis love it life. Still hands out plenty of surprises. We thought by this time, we would be doing Grandma things for our thirty seven grandchildren. Wow. No, we're taking orders, shipping ice chips, and negotiating prices all over the world. We may have started out as two grannies in a garage but believe me, we've grown far beyond that now. And all we had to give up was the thrilling life of scrapbooking and quilting, many of our kind of enjoy. Not now, we'd like you to try our ice chips nicely done. says she thinks she used to babysit you. It So ladies eyelet all is all natural. It's not chemically made. Yes, I've never seen this type of candy,"
S04E10P01,1,"my name is Jackie and the name of my company is nearly newlywed. I'm here today asking for a thirty five thousand dollar investment in exchange for 10% ownership in my company. Nearly newlywed is an online boutique, that's offering a new way for girls to shop for their wedding dresses. When I was growing up in Iowa, I couldn't get enough of the glitz and glamour, I saw in magazines. So I moved to New York City to be a part of it all. I went to work as a fashion publicist, getting to dress celebrities and editors. And what really surprised me was that they all borrowed everything they were on the red carpet. Unfortunately, I'm not a celebrity, which I quickly realized when planning my wedding, the dresses. I loved were so expensive. So, I created nearly newlywed. Let me take you on a quick tour. If you visit our site, you can see some of the newest dresses we've gotten in like this marchesa. This marchesa gown retails for 11,000 dollars, in stores, But at nearly newlywed you can have it for just thirty eight hundred what's even better is our sell it back. Guarantee after your wedding you can sell it back to us for 50% of what you paid making this eleven thousand dollar dress available to girls for only 1900 the inspiration. For what I'm doing is really my own wedding. I was married last June to my husband, Patrick that same dress has been warned by multiple Brides. As you can see, it's just a sampling of their photos here and here it is. Looking Gorgeous and Kate today. We just launched, but our growth has been incredible. So I would love to partner with one of you to meet the demand checking, I thought that women love to keep their dress. I think that the mentality, what a woman wants on her wedding day has really changed. I mean, arguably, it is a very personal sentiment directly with us, barbarous. We've married eight times."
S04E11P01,1,"Hi. I'm Lucy indolent and I'm Juliet boydstun and we own the coop. We are seeking a hundred fifty thousand dollars for a 15% share in our company. We've been friends since we've moved here about 18 years ago and at the start of that time when we were young and fabulous, wearing high heels and going to cool, coffee houses. And then we had kids and everything changed, we still hung out together, but New Hangouts were built for kids. Noisy cluttered with broken toys outdated decor and cheesy mascots. We got so sick of these cookie cutter party prisons that we went in search of a kid's place that we could enjoy as much as our kids, but we couldn't find it. So we created The Coop US Weekly Magazine, just named us the heart tarp party spot and we want to show you why. When we design The Coop, we went for clean lines. We kept all the The toys modern and unlike most kids places we haven't forgotten about the parents. We even have a cappuccino bar, we sell out every weekend. We cater to movie stars, rock, stars, television personalities, and star makers, right? Alongside regular mums just like us and today, we know that someone in the Sharks is having a birthday soon. I mean, so we are throwing you a shark theme to Coupe birthday party, Happy birthday. I never thought mark would invite me to his party and it says right here, happy 65th. There you go. Birthday boy, thank you, thank you, thank you. Oh look at the cupcake. All right. Now who's ready? To come play and party with us."
S04E11P02,0,"name is Donna, McHugh. And I'm the president and founder of Fat Ass Fudge. I'm asking for 250,000 dollars for 5% of my company. Wow, what is badass fudge? You ask? It's my grandmother's recipe that I took up a hundred notches. It's made with goat milk. It's lactose-free. Gluten-free but it's not gluten-free. Always, makes me laugh. Chocolate. It makes people happy. So instead of talking about, I want to give you a little taste before we get the questions. You can take one, take your time and you can thank you Donna, right? You're welcome. Thank you, Donna. Donna, which is the best one? Well, you know what? I love the best is the vanilla, but that's my preference smooth. Whoa, deliciously, smooth, this chocolate. I'll tell you why it's so good years ago, I always wanted to be in Show Business, and every time I didn't get a part or something, instead of beat myself up, I would beat that chocolate. So I got Really good at making chocolate years, not getting things that I wanted. It was at my 60th birthday. My whole family Dougie Donna Dana Debbie, Dennis Darrell, Danny and Mary Catherine. We all came to my party. Plus all my friends, and I gave them little goodie bags because this is a special treat Donna. I got to know, Mary Catherine, why not a d? My"
S04E12P04,1,"hi guys, my name is Megan gauge and I'm the creator of Hot Tot children's hair care. I'm seeking a 50 thousand dollar investment in exchange. For a 15% Equity stake, in my business. Hot Tot produces professional hair products for babies and children without the use of harsh or harmful chemicals mons. Take great pride in having our little ones. Look adorable from head to toe. I've always liked for Christian to have stylish here. This is just water guys. Get it going in the right direction, but the fruity scent of children's lines with cartoonish looking. Labels didn't appeal to me at all traditional formulas, leave a residue and his hair. That was pretty difficult to remove and also didn't smell very good or work very well on, get up. That's right. You may be surprised to know that many trusted children's Brands commonly use a long list of unsafe ingredients in their formulas things like formaldehyde which are not even required, to be listed on the label. I'm a mom. With a conscience who won't cut Corners when it comes to kiddos, you're doing so good and my products can easily be assimilated into any upscale Salon throughout the world. I just need your help and getting them on the shelves. Please, help me in turn in Cool. Kids across the world into hot top. Is that your son? It is. Yes. This is my little guy garbled. What's his name? His name is Christian. Can you wave at everybody? Great job Christian. He just turned 30, Mega tell us about the business. Okay, absolutely. And we've been in business for about 15 months, we started in Children's Boutiques, that was originally, my goal for the line, but we've learned that salons, are really our bread and butter and Christians had to go guys. I'm so sorry. See ya. To make it. What what were your sales in the last 15 months"
S04E13P02,1,"I'm Nicole town and creator of Teddy needs a bath. I'm seeking fifty thousand dollars in exchange for 10% of my business. Teddy needs a bath, is the first washer and dryer bag for stuffed animals. We've all seen the kid who's been dragging his Teddy around the mall floor all day and we know it's going to end up in his bed that night or even worse in his mouth. How gross is that Teddy needs? A bath comes to the rescue making it easy for parents to safely clean their child's favorite friend. While knowing it's not going to get destroyed in the process The best part about Teddy needs a bath. Is that so easy to use simply throw a dozen small toys inside or one large Dirty, Teddy bad. Teddy then you zip up the big chunky kid friendly zipper. So can you breathe in there? It's porous. You throw it in the washer alone or with the load of your laundry on gentle, then it goes straight into the dryer on low when that And you have a fresh fluffy. Germ-free toy to put back into the arms of your loved one. I also have some samples of the bag to give to you guys and the children's book that I created to go along with it. Nicole. Obvious question. Why can't I just throw the teddy in there? it's scratches the plastic eyes. The seams can get busted out, and it can also cause a lot of damage to your washer and dryer. We're trying to build awareness to the importance of removing germs and allergens from stuffed animals. There's some I never thought of actually tell you the truth about how dirty the teddy, maybe a lot of parents. They don't think it's something that you need to do. There are bags out there like that already for cleaning other types of laundry, but they're all match. I have seen ones that are cotton. What is to stop? Like, anybody from just making this happening, there was no bag with the zipper."
S04E15P01,0,"Hello sharks. My name is Jenny my grosh. I'm president of the green girl Mentos and I'm here seeking three hundred thousand dollars for 20% equity in my growing business. How many of you have ever had to struggle with a twist tie or search for clothing? That was suffocating inside plastic. You're not alone every year us, dry cleaners process, 1.4 billion, items of clothing, creating an Estimated 300 million pounds of single-use plastic. That invade our landfills and waterways threatening our marine life, including sharks and Wildlife, including mr. Wonderful. The Gringo Metro has multi functions to help you create a cleaner closet and a cleaner Planet. When you get the bag home, simply turn it upside down, it will hang from any hook in your house and it's a space-saving hamper or it'll fit in. A hamper frame, throw your dry cleaning in when you're ready to go to the cleaner. Simply cinch. The bag, carry it like a duffel or a yoga bag. Bring it to your dry cleaner and ask for them to save the bag. Keep it with your clothes. And when you get your clothes returned, the bag has magically morphed into this, gorgeous hanging garment bag and your clothes are hanging gently inside and not a single use plastic bag in sight. Sharks. Sometimes the biggest ideas, truly are the simplest. Please help the world to be fantastic. Use less plastic and invest in the green garment. Oh, cool idea. How do I make money right now? Dry cleaning, packaging is about a 200 million dollar a year business. This month. We're going to reach our million dollar Mark in sales. Whoa, what about the last 12 months? Just this year. We're at about 260,000, we have projected, just under 400,000."
S04E16P01,0,"Hi, my name is Carmen Linder, and I'm the founder and CEO of got to have some more. I'm here, seeking an investment of 75,000 dollars. In exchange for 25% equity in my company. Quick show of hands here who like, s'mores me too. But you know what? I don't like camping. So I decided to set out and revolutionize. The desert industry I want to introduce you to this muffin thus month One is a s'more in the shape of a mini muffin and I promise you have never seen or tasted anything quite like this before. You don't have to take my word for it because you get to try some right now Barbara. Well, you remember something a moment on the lips, a Lifetime on the hips. you're welcome, sure, look yummy, they are yummy. So the middle one is dark chocolate. There's one that's chocolate with caramel and another half that is Come, there's got to be a million calories. It's not a million calories, the only 200 calories, but I'm not trying to Market these as a fat-free. And so now that you've tried your very first muffin, you know, I might customers are constantly coming back saying, Carmen. I gotta have smore, okay, Carmen what are your sales myself? So date for two and a half year are 250,000 dollars. And that's just within the local more La Market. What do you think you're going to do this year? This year, my forecast is to do 165,000. How do you sell them? Current 75% of my customers come direct to me online or they phone in. That's been my primary focus over the first two years villainy stores, carry them as well. So there are a few stores that carry them, local specialty bakeries, wine stores. How much do you sell it for and what does it cost you to make"
S04E16P03,0,"Hello, sharks. My name is Bea, Arthur. And, yes, that is my real name and I am the founder and CEO of pretty padded room. I am asking 100 thousand dollars for thirty percent of my company. The practice of psychotherapy, has been around for more than 100 years, and has helped millions of people. But it doesn't have a really wonderful reputation. See what most people think therapy. They imagine paying $200 to be trapped in a room with this guy. How does that make you feel creepy, right? So most of us tend to solve our problems, the normal way, by confiding, in a trusted friend, you don't need him. You need Margaritas. she knows you inside and out and she's always there for you but our advice isn't always the best in order to make counseling more approachable and accessible. I felt we needed to provide the credentials of an experienced list with a comfort and ease of an old friend. So I broke all barriers and created pretty padded room. A nice place to go crazy. Pretty padded room. Provides online therapy to women on their own time and in their own space. We connect users from all around the world with an all-female. Team of licensed therapist through video chat or digital diary for just a fraction of the price as you can see, pretty padded room has transformed traditional therapy. Completely redefined the approach. Is now poised to dominate in this very important space. So how did that pitch make you feel? So be, I can go online and get a credible. Licensed psychotherapist. Yes, what does it cost a trial session? At $20 is a 30-minute session and it's either through video chat, or a digital diary? What are you paying the doctor with? It's a flat rate. So for $20 they get 16 of that for $40, they get 30 it,"
S04E17P01,0,"We are the Georgia Peaches behind the next multimillion-dollar children's Decor company. Addison's Wonderland, my name is Brittany haste and my name is Brooke Bryant. We are seeking an investment of 90,000 dollars. In exchange, for 20% of our company, Addison's Wonderland is the most unique versatile, and exquisite line of children's bedding on the market today so much so that when moms see it, they will never want to buy ordinary again. My sweet little Addison was ready for her first. First bed, I started my search for her big girl room and everything. I found had such Bland colors, lack detail and most of the selection just was so plain and looks kind of cheap. So, I got out my Sketchbook and started working on my vision of the, ultimate little girl's room. I got to work, creating pillows, window, treatments, and wedding, Addison. Absolutely. Loved her room. And so did everyone who saw it. Brittany, and I have been friends for a really long time, and I've always believed in her amazing, creativity and design. So, when she asked me to, Partner with her, I didn't think twice. We are ready to make a decisions Wonderland into a brand name that everyone want to have for their child. So, which of you wants to team up with these motivated hard-working. Southern gals and become the next Designer Home Decor Empire. Ladies no shark is as fashion forward as I am. So is this sold through retailers or you selling this all Direct online, right now, we are selling it Direct online and you offer it as a whole piece on our website. We have what's called, build your collection, where you can go through and it easily kind of navigates you through. If you want to buy the Addison collection, you know, you click the duvet pillows and I'm going to show you, or you can go to each individual like the pillow section and Order pillows. And what would this cost whole bedding set runs about? Teen hundred dollars for a twin set. Are you a hand sewing? This yourself at home. We have"
S04E17P03,0,"Jackson character and I'm Amy Miller. We're Texas. Girls are companies have chicks and we're seeking a hundred and fifty thousand dollars for 35% equity in our company. is a fun and sexy premium denim line. And we think that this is the best bud, that money can buy Megan and I we're sortie sisters and best friends at Baylor University or completely obsessed with denim. I mean you wouldn't catch me on a day, not wearing jeans. I even own 75 pairs. Ours, but who can blame our genes are the ultimate American fashion staple. And we couldn't find a perfect pair to fit every occasion, you know, day and night dressy. Casual, I was comfortable breathable. Sexy and slimming. So we set out to create the perfect. Pair hip chicks is highlighting the sexiness of a woman's natural body with our angled pocket and are curved joke are going to help make your backside look more trim. marks out ha ha. I am muffin. Free. I'll tell you. We also have a specialized waistband in the back which is going to keep it from writing down when you bend over. So not to reveal the dreaded. Well tell goat I've never heard that before. You call that a whale toe. Well Telltale. Well we see him chicks becoming the next hottest sought-after premium, denim line that every woman will want in her closet. We're at our Tipping Point, hip chicks, need your help to really scale as to that National level and like we love to stay in Texas. Yeah. Want some of this? Are you wearing them? Yes, because I just want to see why your jeans stop whale tail and Muffin Top. Why is this different just because it stretches? No, because usually waistbands are like more of a circular and ours is kind of an angle. So we have a little bit more length back here so that when you do been down, it's not going to show and then Muffin Top. What if, what if you have a couple rolls? It's a really forgiving fabric. It's really slimming."
S04E18P02,1,"Romy, Tara Mina. And I am nausea relief, Chief. And co-founder of PSI Health Solutions the maker of PSI bands. I am seeking 250,000 dollars, in exchange for 10% equity in my business. Sigh bands are the stylish way to quell The Crazies. They are Mom invented patented and fda-cleared, acupressure wristbands for the relief of nausea. Like for the pregnant woman who suffers from morning sickness or the Traveler, who has saved all year for a cruise and doesn't want to suffer from motion sickness or the cancer patient, who is facing their next round of chemotherapy? I suffered from debilitating morning sickness during both of my pregnancies and War, acupressure wristbands to relieve my nausea. But I was frustrated with the existing products on the market that were dated, they stretched out over time and I couldn't wear them in the shower or else they'd get waterlogged. So, I created something belts fashionable. And functional side bands are uniquely waterproof available in several fun colors and adjustable around the circumference of the wrist, as well as at the acupressure point for personalized comfort and fit. The adjustable orb creates pressure on the acupressure point to relieve nausea. I invite you to invest in a company that is already profitable. Now, I'd like to pass out some samples. Robert, this is the cherry blossom. Thank you Ronnie Barbara. This is the color play and this is the block party. Kevin, thank you Daymond. Thank you. And this will look wonderful you on teamwork. that this actually works? It's an FDA cleared medical device. That's not an answer to a question. I'm asking what I'm asking is, is there any medical proof that this actually works?"
S04E18P04,1,"Hey, y'all. My name is Jessica Haynes. Creator of Jessica shoe company. I'm asking for seventy thousand dollars in exchange for a 30% stake. In my company. I've created a product that allows women to change the look of their shoes as easily and as often as we change our mind. Imagine a seven day vacation. This is just a lady's shoe bag. And for you gentlemen, that means you're lugging this precious. Cargo half a mile through the airport. Now, imagine if you could sell that same woman, one pair of shoes that would match all of our outfits business, casual, and even special occasions. That would be a shoe that would sell itself. The Jessica, high heel shoe allows women to change the look of their shoes from a stiletto to a wedge with a simple push, slide and snap by releasing the safety catch. The hill can be slid off. And another, he'll can be slid in its place. It's that easy with hidden magnetic components. And a built-in mechanism for interchanging heals. Our product offers women, a canvas, they can continually update and change and with your help, we can bring this product to the masses Cinderella is proof. That one pair of shoes can change your life. What kind of sales? Do you have when the mr. Potato Head for stilettos? That's very funny. I do not have any sales right now. This we're still in the Prototype phase. May I see that you? Yes, ma'am. You're not the first to actually design a shoe with a detachable heel for women. You're right, the first patent was filed in 1899. Why haven't I seen in shoe stores?"
S04E22P02,1,"Hi sharks. I'm Tracy Noonan and this is my daughter. Danielle we own and operate Wicked. Good Cupcakes. We're here today, seeking 75,000 dollars in return for 20% equity, in our company, three years ago, but a cup moved out as a mom. I was heartbroken, I decided we should take cake decorating classes as a way to spend some time together. Well, before we knew it in October 2011, Wicked Good Cupcakes was born. We receive tons of requests to ship our Cakes Nationwide. It was a big challenge. So trying to figure out how to keep them fresh in intact and that's when we came up with the idea of shipping them. In a jar, our cupcake jars are baked fresh daily, we layer them with homemade frosting, and filling ship them and gift boxes with spoon. So they're ready to eat right out of the package. Basically, they appeal to anyone with a mouth, afraid to work hard. Our days right now, average 13 to 14 hours plus mom's death. Definitely getting her fair share. Time with me. Yeah. So which of you shocks will be the first to sink your Choppers into our sweet deal. It's definitely a risk. We're taking we found that there's a lot of dough to be made from batter. We gotta try it. You actually have some for you to try their wicked nan They also have a much better shelf life. Thanks to the Jazz, can have a ja ja ja of your Boston. Neurons for you. Thank you. No problem cookies and cream is video. nan Well ladies, let me say welcome to the shark tank. Thank you, fellow bostonians. I live on Marlborough Street, that is one damn good jar of K is gone. Already is another job for you. Mike, how many have you sold so far Trace from"
S04E23P04,1,"Carol Foster creator of mimas Louisiana gumbo bricks. I'm seeking 200,000 dollars in exchange for 20% of my company. You know, good gumbo is really hard to find and so is the time it takes to make it yourself. I've been a long-haul truck driver for the past 13 years. So I've tasted quite a bit of Gumbo throughout this country besides being a truck driver. I am a total. Gumbo geek a few years ago, friends asked me to make gumbo for them. For the holidays, but each in a different way and I just didn't have time for that. Because even for an experienced cook, like myself, gumbo can take hours to prepare. So instead, I made for them a frozen fully season, Gumbo base, that they can add, whatever they like to it. And so that's how he must gumbo bricks were born. Now, I'd love to have. You try some of the chicken and seafood? Gumbo All right, I'll try that one. Okay. Okay, Seafood. One is in the front chicken in the bathroom. So it's got some jalapeno kick in their tastes. Alright? It is delicious. Thank you. Who's ready? To be a gumbo geek? Like me? Careless that okra been frozen. Then I'm eating that Yeah. And I want to say to you mr. Wonderful. Yeah. You are the okra in my gumbo blimey though. It may be it adds character and it adds body and it adds richness describing me. So exactly. That's why I love okra. Exactly. It's very Taste. Carol. Who's the lady in the photo? That's my grandmother's. She lived to be 97. She's gone to Glory now, but she's the one who taught me how to make gumbo the recipe is really inspired by her"
S04E24P01,0,"Hi. I'm Erica Cohen and I'm Lori Barbara and her company is baby's badass burgers. And we're looking for 250 thousand dollars for 30% of our business. Baby's badass. Burgers is a playfully, unique and entertaining, bright, pink, mobile food truck, that sells high quality. Gourmet Burgers, served by a fun friendly and attractive staff, all opening a restaurant in La. I met and became friends with Lori who also shared my love For the almighty Burger, we took our concept to the streets of l.a. in late 2009 and have developed a cult like following ever since our motto is come for the burgers. Stay for the Buns today. Today we've brought some of our signature burgers for you, so you can try these beauties for yourselves for Robert. I have an All-American Girl and for Barbara, I have a, she's Smokin like the way it sounds. I know you like barbecue sauce. Yeah. I do like barbecue sauce for Kevin. I Original Beauty for exam and I have the other woman. The Other Woman, this baby got back. And for Mark, I have the perfect 10-0, please stop sucking. the heaviest Burger I've ever. That's our half a pound man, eater. That's a lot of meat ladies. Thank you all. We need is an investor to jump on board, so that soon you'll see a baby's badass burgers and every major city. So which one of you sharks is going to take the biggest bite. So I give you two hundred fifty thousand dollars. How do you spend that money that's going to our first store front? So you've been successful with the trucks and they're very great wildly successful with the truck and now it was time to turn this into a brick-and-mortar. What makes you think that the brick and mortar will work? Just simply because the product is great. People love it. I mean, literally, we open the doors and we get a line wherever we go different business. We know we got to realize two hundred"
S04E24P03,1,"my name is Mary Beth Lugo and this is my product because am I am here today, seeking three hundred thousand dollars in exchange for 20% equity, in my business. Kazam is a balance bike, that is revolutionizing the way kids learn how to ride. If you notice this bike does not have petals, and here's why the key to learning how to ride a bike is developing balance. Think of it as a building process. You take one step at a time with Kazaam children are able to to learn by themselves at their own pace, which makes it easy for them to then transition onto a regular bicycle with the help of Kazaam kids are having fun. While at the same time, learning a life skill, that will stay with them forever. Now who's ready to ride the revolution with me Beth? I think you should send the kitties off because I have a bunch of questions. They probably don't want to hear. What a diva? She doesn't want to leave. What are you making them for and what are you selling them for? We make them for twenty eight dollars and twenty five cents. The wholesale price is 45 direct-to-consumer for ninety nine ninety five, where Beth my option. If I'm struggling in this economy as I can by training wheels for $19 or I can buy a Kazan, both outcomes are going to be the same children. Been learning how to ride a bicycle for decades with training wheels. Is that it's improving the way they're learning to ride. did you come up with the idea? Actually, we're not exempt has been popular in Europe, for some time. We had a European neighbor. Who introduced us to this idea. We tried it with my own child who was then to, at the time and he learned like that, well, we made our own design, we have a patented frame design what age category would be on this bike. Maybe two and a half up to 55 and a half and I'm curious. Why this company already has been doing this in Europe and then they are not selling over here. If it was a product in demand actually we are not the only ones now in the market in the United States. But what's different about ours is the patented framed. Sign with the foot rest area? Alessandra"
S04E25P04,1,"Hey sharks, I'm page. And this is my sister and business partner. Ashley our company is called Stella Val and we are here today seeking a hundred and fifty thousand dollars for 25% stake in our company. were West Point, Cadets and army officers, we never got used to looking like this, when what we really wanted to look like with this, wow, I'm joining the Army. we started a jewelry line, unlike any other to encourage individuality and self-expression, even though these Army fatigues camouflage, our creativity, we had a Clear Vision for our life, after the military, it was time for us to leave Conformity behind and Stella Valle was born. an accessories line that reflects our innate sense of style and are Meek background just like Paige. And I the line was designed to perfectly Mary masculine and feminine characteristics. We have major retailers like Bloomingdale's and Henri Bendel along with numerous Bowtique, selling our line. We've proven that our product is marketable on a small scale and now need the capital to grow. Stella Val into a global brand reaching, many retailers we Face adversaries, much tougher than a shark. We are ready to meet a business partner. As determined as we We are to grow the Stella Valle brand as strong as the US Army Paradise. Wow. Great presentation. Today, you and I are me both of you. Yes. So proud of you, where did you serve? I was in Afghanistan for 15 months. Oh my God, you amazing. So impressed. Thank you, tell us about"
S04E26P01,0,"My name is Val Brennan and I'm co-founder of three day rule. We're requesting two hundred thousand dollars in exchange for 10% equity in our company. Now we are changing the way that singles and big cities, meet. I was a lawyer working 16 hours a day on my career and zero hours a day on my love life. I just didn't have time for Mass Market dating sites, which are filled with millions of profiles that are fake inactive or people, who I'd never date. I also didn't have time to spend yet another Friday night At a bar talking to a guy only to realize that he had a girlfriend. I knew that I wasn't alone and I knew the busy professionals deserved a better experience. Which is why we created three day rule. Three day rule is unique from other mass-market dating sites because everyone must be invited or must be endorsed to get in. Think of it as a private dating club with the result being quality pool of extraordinary singles, here's how it works. People request membership, they go through a competitive application process. Once people are SEPTA, did they take a quiz? We determine what their type is they receive matches and can start communicating even with me as the co-founder who is single, but they can start communicating with other singles, and quickly go on date. We are ready to compete in this three billion dollar market opportunity and help the 96 million singles in this country alone. Find love many questions valve. First of all, do I impute from your name, the three day rule that perhaps after three dates. I might, what am I, what's the word I'm looking for? Sure. No, no, no, guys, guys. We, when we read that, we don't read three day rule. We read three date rule, you know,"
S05E01P02,0,"sharks. My name is Lynn a schneller and my name is Ali: and our company is lynnae's Gourmet pickles. We are seeking 125,000 dollars in exchange for 20% of our company, we're sure you're all aware that specialty. Food is among the fastest growing Industries in the US. There is however an unfulfilled niche in specialty. Pickles after launching in September 2011, we had quick success and we're selling pickles. Faster than we can make them with all the upper we've caused. We've got ourselves in a pickle and needs your help to feed our increasing demand when. He's handing out our two signature flavors, they are mrs. Pickles are original sweet-and-sour. Dill and hot. Mama, a sweet-and-sour deal with a kick of jalapeno. And did you tell us what your sales were in the last 12 months? There 144 thousand dollars which is 36,000 jars of pickles? suggested retail price is 699 and what do you sell them? Wholesale for average four dollars? And we're just like last year. So right now we have stores that want our product. We just don't have the money to pretty ridiculous and where have you sold them? We actually are available in 26 States and about 200 locations. we are, exuberant are we're sign on with the largest specialty food distributor in the u.s. you know you're in a classic entrepreneurs to Right? Because you don't have enough inventory to grow with the company and what's all good dilemma. That's a good problem to have, right? But what I'm saying is in order for us to invest, we have to see beyond that. Do you have anything? That's so differentiated people are going to say, wow, I want to tell you the answer, his question, the differentiator is two of you. What else do you do to market the product other than a fancy display?"
S05E02P01,0,"guys. Are I'm Lakeisha. I mean thinker and I'm Tunisia. And our business is mango. Mango. Mango preserves, we're asking for 75,000 dollars for twenty percent investment. Share in our company, we have a gourmet, preserve called mango Monico. We call it a party in a jar because you can use it over a hundred ways. Spread it makes it shake. It, stir spread it, mix it, shake it, shake it stir, thread it on toast, bagels, or even croissant Nick. Mix it with cream cheese for a delicious fruit dip, shake it. Shake it with red wine vinegar and olive oil for mango Licious. Vinaigrette, Stir It with ginger shrimp, we prepared some samples for you to taste. So sharks, are you ready to swear in it? Mix it, shake it, shake nan What you'll be tasting today is our mango fruit dip. Thank you in the martini glass. There's some mango lemonade and We have the mango, ginger shrimp. It's got a little kick to it. So This is delicious. This drink is made out of the mango jealous. We sweet the lemonade with our mango preserves the Keisha. This shrimp is fantastic. Thank you so much. Thank you so much. Did you just put that in with the shrimp? When you were just the shrimp and the spikes? And, and the mango preserve. Oh, try I know. It's really, really, really good. I'm going to make the assumption that there's lots. And lots of other people making mango mango mango. There are A lot of people making jellies and jams, but no one is working that jelly like us. So you're working the jelly. You're working. The other guys aren't working the jelly. You're not working it like us. We're doing eight farmers markets a week. We're doing shows. We're doing expose okay. If you're working the jelly so hard, what are the sales total year to date? We've made about a hundred and thirty eight thousand dollars? Shut up. How long have you been in business about a year and a half? We're selling it natural food stores were also selling a lot of specialty in Gourmet stores."
S05E02P04,1,"So cute. Hello sharks. This cute little guy here with me. Is my dog came and I am amberle Forester, the founder and president of Cain and Couture. I am seeking a 150 thousand dollar investment for 33% stake in my company. Kane and Couture is a canine Lifestyle brand offering Hannibal functional collars harnesses leashes, carriers apparel, and useful accessories puts the style and you, and your doggies Lifestyles. When I start a canine Couture, I found that most of the items on the market wear plaid, playing or Suburban, most of the unique items were grossly, overpriced, and hard to find Caiman Couture. You're boring him a you're boring comfortable, nan Under the canine Couture umbrella we have our signature premium line as well as our value-driven lines. The Bubba doll collection and Imperial pup. But sharks I rather show you the until you meet Deena and Henry Henry is ready for his day out on the town. He's outfitted and are boyfriend, button-down shirt, and are easy and convenient, step in one piece harness and Leash Henry. So embarrassed right now."
S05E03P01,0,"Hello, sharks. My name is Debbie Glickman and my company is fairytale wishes. I am asking for a thirty five thousand dollar investment in exchange for 33 percent of my company. When my son was a little boy, he was scared to go to sleep at night. So I ended up buying a teeny-weeny, bottle of twenty, five dollar, lavender pillow sprained. I told my son it was a magic potion that would give him sweet dreams. And he went right to sleep and I thought to myself you know what, there's an idea their fairytale wishes is a line of magic aromatherapy sprays. To help Empower children through the use of yummy sense and their imagination. A couple of sprays of our signature. Lavender-scented sweet dreams, spray on your child's. Pillow will assure your child at sweet. Dreams are on the way and if you're right nan palette will keep the monsters far far away, because in case you didn't know, it monsters are, terrified of the smell of bubblegum. I have some sample pillows for you. my favorite candies grape jelly grape John? Well, it smells really good. They smell good. I mean that's really smells like what does it cost you to make? This has two dollars and sixteen cents to make it? Why is it so expensive? Because well because I make it here in the United States and what do you sell them for? The 4-ounce bottle has been selling 4999. How many have you sold over? What? Period of time we have been in business for Or years. And last year, our sales were $5500 5500. That is nothing."
S05E03P03,0,"Hi sharks or to sassy girls from l.a. I'm Julie and this is my best friend and business partner ozma. We are seeking fifty thousand dollars for a 20% equity in our company. Our product is a never seen before revolutionary. Cooking lifestyle, convenience product. One night were hosting a dinner party for our girlfriends. The main dish was fish after dinner, the girls and I hit the town and headed to a Swanky LA Lounge. Someone approached me and told me my hair smell. Like fish, I am mortified. So as a bartender for a second opinion and sure enough, my luscious locks did indeed smell like our main dinner course. We knew there had to be a better solution to this common stinky problem. So we can create a cooking cap that is so easy to use. Just put it right over your head twirl, your hair up. No hair tie needed. Well, it's all good. Is the modern version of the traditional jackpot that not only keeps the smell of food out of your hair and also keeps hair out of your food and it chicken comfortable because he caps a many blowout and keeps your hair smelling fresh and looking like you just styled it. Can I get a cab? Let's have going on Kevin here. Please let me try the pink one. I like. Yeah. I think he'd like you have you sold any of these so far? We have sold 1729, have. And what? Time period just under 1 year. Julie make him take it off your sales are going to go down. Looks like Little Bo Peep. If that's what their tastes are sold. 1000"
S05E05P02,0,"Hello sharks. I'm dr. Edna ma a board-certified anesthesiologist and the creator of berries. I'm seeking fifty thousand dollars in exchange for 20% Equity of my growing company as an anesthesiologist. My life is all about pain, prevention and Pain Management. So it was only natural for me to create a product that would ease people's pain, allow me to introduce berries. I wonder what it is Barry's is a patented numbing kit used before Waxing or laser so grooming the bikini like doesn't have to be painful. How does berries work the user? Where's the kit before? Her appointment allowing time to numb the skin? Then immediately before her service tree moves, the kit and her skin will be ready for ouchless hair removal. And that could mean waxing, laser or even electrolysis our proprietary formula has been granted a patent for its unique ability to not Just numb, but to soothe and moisturize the skin. Now, it is my goal to convince at least one of you sharks to grant me the privilege of working with you. So we can grow berries and show more women that they're grooming regimen, doesn't have to hurt. I'm going to hand out some samples now so you can try it in the privacy of your own home and this is over the counter, right? Thank you Edna. Yes. A 4% lidocaine is the maximum strength. You can sell over the counter without a prescription in the United States. Dr. Eddie One time. How many women are about to get a blast?"
