pitch_id	prediction	isFemale	Gender_Revealed	Real_Received_Offer	keywords
S04E24P01	0	1	0	0	saturated market,high risk,transition from food truck to brick-and-mortar,lack of detailed financials,high valuation.
S04E24P01	1	1	1	0	unique concept,proven track record,market demand,engaging pitch,expansion potential
S04E24P02	0	0	0	0	non-traditional business,high investment,entertainment industry risk,lack of clear financials
S04E24P02	0	0	1	0	non-traditional business,high investment request,entertainment industry risk,lack of clear revenue model.
S04E24P03	0	1	0	1	saturated market,existing alternatives,high price point,unclear unique value proposition
S04E24P03	0	1	1	1	saturated market,existing alternatives,high price point,unclear unique value proposition
S04E24P04	0	0	0	1	saturated market,lack of innovation,high valuation,entertainment-focused pitch,asset-heavy model
S04E24P04	0	0	1	1	saturated market,lack of innovation,high valuation,entertainment-focused pitch,asset-heavy model
S04E25P01	0	0	0	0	niche market,limited appeal,unclear differentiation,low sales volume,inexperienced entrepreneur.
S04E25P01	0	0	1	0	niche market,unclear competitive advantage,limited financials,lack of professional presentation.
S04E25P02	0	0	0	0	competitive market,lack of unique value proposition,confusing pitch,established competitors (fedex),pricing clarity needed,investor skepticism evident
S04E25P02	0	0	1	0	competitive market,lack of clarity,pricing strategy concerns,investor confusion,weak differentiation from existing solutions
S04E25P04	1	1	0	1	unique product,military background,existing retailer interest,scalable business model,strong personal story and presentation.
S04E25P04	1	1	1	1	unique product,strong market validation,military background,existing major retailers,clear growth plan,appealing personal story.
S04E26P01	1	1	0	0	unique value proposition,targeted niche market,clear problem and solution,high market potential,engaging personal story.
S04E26P01	1	1	1	0	unique value proposition,targeted niche market,strong founder story,high market potential,clear business model.
S04E26P02	1	0	0	1	young entrepreneur,pet industry,natural product,emotional appeal,market demand,scalable business model
S04E26P02	1	0	1	1	unique product,emotional appeal,young entrepreneur,growing market demand,pet industry,clear use of investment funds
S04E26P03	0	0	0	1	niche market,limited scalability,high valuation,unclear financials
S04E26P03	1	0	1	1	unique concept,proven market interest,expanding business,franchise potential,engaging story,strong team motivation.
S04E26P04	1	0	0	1	innovative product,global market potential,clear problem and solution,strong team background,technology integration,live demonstration.
S04E26P04	1	0	1	1	innovative product,global market potential,clear problem and solution,strong team background,technology integration,live demonstration
S05E01P01	0	0	0	1	saturated market,low technological barrier,unclear financials,high valuation
S05E01P01	0	0	1	1	saturated market,novelty factor,digital alternatives,high valuation
S05E01P02	1	1	0	0	growing market,proven demand,existing distribution,clear use of funds,appealing product differentiation
S05E01P02	1	1	1	0	specialty food industry growth,proven demand,national distribution,clear use of investment,strong sales figures,unique product offering.
S05E01P03	0	0	0	0	overcrowded market,unclear differentiation,potential privacy concerns,scalability issues,investor skepticism on operational execution.
S05E01P03	0	0	1	0	overcrowded market,privacy concerns,unclear differentiation,potential regulatory issues,investor skepticism on execution.
S05E01P04	1	0	0	1	popular product,high sales,large distribution channel,reasonable valuation,unique offering,taste appeal
S05E01P04	1	0	1	1	high sales,established distribution,unique product,attractive price point,strong market presence
S05E02P01	1	1	0	0	unique product use,strong sales,market presence,engaging pitch,food industry appeal
S05E02P01	1	1	1	0	unique product,strong sales,clear market niche,engaging presentation,female entrepreneurship
S05E02P02	1	0	0	1	innovative product,market validation,strong sales,safety technology,integration with smartphones,investor engagement in pitch.
S05E02P02	1	0	1	1	innovative product,strong market relevance,demonstrated sales,safety technology,integration with smartphones,investor engagement during pitch.
S05E02P03	0	0	0	0	novelty product,limited market potential,unclear financials,entertainment-focused pitch
S05E02P03	0	0	1	0	novelty product,limited market potential,unclear financials,entertainment-focused pitch
S05E02P04	0	1	0	1	niche market,unclear financials,presentation style,high valuation.
S05E02P04	0	1	1	1	niche market,unclear presentation,lack of financial details,high valuation.
S05E03P01	0	1	0	0	high product cost,low sales,niche market,unclear scalability,high equity ask
S05E03P01	0	1	1	0	high product cost,low sales,niche market,high equity ask
S05E03P02	1	0	0	1	innovative product,family-oriented,practical solution,market need,entertainment value,engaging presentation
S05E03P02	1	0	1	1	innovative product,family-oriented,practical solution,relatable problem,entertainment value,strong demonstration
S05E03P03	0	1	0	0	niche product,unclear presentation,limited market appeal,entertainment value not strong enough.
S05E03P03	0	1	1	0	unclear pitch,niche product,low sales,presentation style.
S05E03P04	1	0	0	1	unique product,large market,clear problem and solution,appealing to college students and busy individuals,simple and effective demonstration.
S05E03P04	0	0	1	1	niche product,limited appeal,existing alternatives,simplicity of problem
S05E04P01	0	0	0	0	niche market,limited scalability,traditional media,entertainment value vs. investment return
S05E04P01	0	0	1	0	niche market,limited scalability,traditional media,entertainment value vs. investment return.
S05E04P02	0	0	0	1	lack of business expertise,family-run,hobby-to-business transition,unclear financials and scalability.
S05E04P02	0	0	1	1	lack of business expertise,family-run,niche market,unproven scalability,informal presentation.
S05E04P03	0	0	0	0	high valuation,crowded market,unclear revenue model,early stage
S05E04P03	0	0	1	0	high valuation,crowded market,unclear revenue model"
S05E05P02	1	1	0	0	unique product,patented technology,clear market need,experienced founder,reasonable valuation.
S05E05P02	1	1	1	0	unique product,patented technology,clear market need,experienced founder,appealing to female demographic,health and wellness trend.
S05E05P03	1	0	0	0	eco-friendly,unique solution,market potential,proven revenue,entertainment value
S05E05P03	1	0	1	0	eco-friendly solution,unique business model,market potential,entertainment value"
S05E06P01	1	0	0	1	innovative product,strong sales,clear demonstrations,market potential,engaging presentation.
S05E06P01	1	0	1	1	innovative product,strong demonstration,clear use cases,substantial sales,appealing investment terms
S05E06P03	0	1	0	1	high valuation,niche market,limited scalability,seasonal business
S05E06P03	0	1	1	1	high valuation,niche market,limited scalability,seasonal business
S05E07P01	1	0	0	1	unique product,natural and safe,effective demonstration,experienced founders,growing market for eco-friendly products
S05E07P01	1	0	1	1	unique product,personal story,live demonstration,market need for natural products,experienced team
S05E07P02	1	0	0	1	innovative product,large market,proven sales,scalable opportunity,appealing to investor interests
S05E07P02	1	0	1	1	innovative product,large market,proven sales,scalable opportunity,appealing to young demographic,entertainment value
S05E07P03	1	0	0	0	innovative product,large market potential,entertainment value,clear problem and solution,reasonable valuation.
S05E07P03	1	0	1	0	innovative product,large market potential,entertainment value,clear problem and solution,reasonable valuation
S05E07P04	0	0	0	1	unclear explanation,complexity,niche market,communication clarity
S05E07P04	0	0	1	1	niche market,complex explanation,unclear financials,environmental impact uncertain.
S05E08P01	0	1	0	0	unclear business model,scattered pitch,lack of focus,high valuation concern,investor confusion.
S05E08P01	0	1	1	0	niche market,unclear business strategy,high valuation,lack of focus,investor concerns
S05E08P02	0	0	0	1	niche market,limited scalability,low sales figures,unclear marketing strategy,reliance on single channel (jewelers)
S05E08P02	0	0	1	1	niche market,limited scalability,low sales,investor skepticism,unclear marketing strategy
S05E08P03	0	0	0	0	niche market,limited scalability,unclear long-term demand,high valuation relative to sales
S05E08P03	0	0	1	0	niche market,limited appeal,high valuation,uncertain long-term viability,lack of broad investor interest.
S05E08P04	0	0	0	1	niche market,product concerns,unclear demand,potential for controversy
S05E08P04	0	0	1	1	niche market,product controversy,pet safety concerns,unclear market demand,investor skepticism
S05E09P02	1	1	0	0	unique product,strong sales,major retailers,aggressive expansion,family recipe.
S05E09P02	1	1	1	0	unique product,strong sales,nationwide distribution,aggressive founder,female entrepreneurship,entertainment value
S05E09P03	0	0	0	0	unclear revenue model,legal concerns,market saturation,lack of financials
S05E09P03	0	0	1	0	unclear financials,copyright concerns,market saturation,investor skepticism
S05E09P04	1	1	0	1	engaging,personalized,educational,interactive,market potential,entertainment value
S05E09P04	1	1	1	1	engaging,personalized,educational,interactive,market potential,targeted investor appeal
S05E10P02	1	1	0	1	practical solution,fashion accessory,personalized pitch,market potential,clear target audience,engaging presentation
S05E10P02	1	1	1	1	unique product,female entrepreneurs,clear problem and solution,personalized pitch,fashion accessory market potential,reasonable valuation.
S05E10P03	1	0	0	1	customization,unique product,strong sales,entertainment value"
S05E10P03	1	0	1	1	innovative product,customization,market potential,strong presentation,personalization in corporate and personal gifts,demonstrated sales,scalable business model.
S05E11P02	1	0	0	0	innovative technology,virtual reality,interactive gaming experience,high entertainment value,strong pitch engagement,large market potential.
S05E11P02	1	0	1	0	innovative technology,virtual reality,interactive gaming,high market potential,engaging pitch,strong demonstration,investor interest
S05E11P03	0	1	0	0	niche market,product novelty,limited appeal,scalability concerns,investor interest.
S05E11P03	1	1	1	0	relatable problem,innovative solution,children's market,collectibility,safety appeal
S05E12P01	0	0	0	1	niche market,product applicability concerns,unclear market research,limited appeal
S05E12P01	0	0	1	1	niche market,unclear market size,product applicability concerns,potential installation issues
S05E12P02	0	0	0	1	niche market,limited appeal,seasonal product,lack of demonstrated sales
S05E12P02	0	0	1	1	niche market,limited appeal,seasonal product,lack of demonstrated sales
S05E12P03	0	1	0	0	saturated market,high cost,ethical concerns,unclear differentiation
S05E12P03	0	1	1	0	niche market,high product cost,unclear differentiation,investor concerns about sourcing
S05E12P04	1	0	0	1	entertainment value,market potential,sales growth,unique product,engaging presentation.
S05E12P04	1	0	1	1	unique product,strong sales,market potential,entertainment value,engaging presentation.
S05E13P01	1	0	0	0	childhood obesity,unique solution,interactive demonstration,scalable business model,engaging pitch,health and wellness trend.
S05E13P01	1	0	1	0	health and fitness for children,obesity problem,unique solution,interactive and fun pitch,scalable business model,clear demonstration.
S05E13P02	0	0	0	1	niche market,unclear mass appeal,complex demonstration,specialized product,limited broader interest
S05E13P02	0	0	1	1	niche product,unclear market size,presentation style,potential scalability concerns
S05E13P03	0	0	0	0	oversaturated market,simple product,low investment appeal,privacy concerns common but solution not unique or scalable
S05E13P03	0	0	1	0	fear-mongering,privacy concern exaggeration,simplistic product,potential lack of broad market appeal,investor skepticism
S05E14P01	0	1	0	0	niche market,unproven demand,product uniqueness questionable,high investor risk
S05E14P01	0	1	1	0	niche market,unproven demand,product uniqueness,high risk,investor skepticism
S05E14P02	0	0	0	1	niche market,limited protection,major competitors,low financial barrier
S05E14P02	0	0	1	1	niche market,limited protection,major competitors,low market potential,high risk
S05E14P03	0	0	0	1	niche market,unclear presentation,limited appeal,high valuation
S05E14P03	0	0	1	1	unclear pitch,niche market,lack of compelling demonstration,potential limited scalability,unclear financials and business model.
S05E14P05	0	0	0	0	niche market,entertainment value,scalability concerns,unclear financials,high equity ask
S05E14P05	0	0	1	0	niche market,entertainment gimmick,limited scalability,unclear financials
S05E15P02	0	0	0	0	inconsistent profits,high operational costs,financial management concerns
S05E15P02	0	0	1	0	financial inconsistencies,profitability concerns,unclear expense management,high valuation.
S05E15P03	0	0	0	0	extreme demonstration,lack of expertise,unclear scientific validation,niche market,potential regulatory issues
S05E15P03	0	0	1	0	extreme demonstration,lack of expertise,unclear scientific validation,potential health risks,niche market.
S05E15P04	1	1	0	1	high repeat customer rate,significant sales,unique product,emotional appeal,growing team
S05E15P04	1	1	1	1	unique product,strong sales,repeat customers,clear market need,passionate founder
S05E16P02	0	1	0	1	saturated market,novelty product,unclear financials,high valuation
S05E16P02	1	1	1	1	unique product,niche market,clear problem and solution,engaging presentation,female entrepreneurs,reasonable valuation.
S05E16P03	0	0	0	0	high valuation,niche market,unclear financials,entertainment gimmick.
S05E16P03	0	0	1	0	high valuation,unclear financials,niche market,entertainment gimmick,lack of clarity in pitch.
S05E16P04	0	0	0	1	niche market,technical complexity,unclear demonstration,potential patent issues,high valuation
S05E16P04	0	0	1	1	niche market,technical complexity,unclear demonstration,patent status vague,high valuation
S05E17P01	1	0	0	0	interactive experience,health trend,unique concept,entertainment value"
S05E17P01	1	0	1	0	unique concept,interactive experience,health trend,entertainment value,reasonable valuation.
S05E17P02	0	0	0	1	unclear business model,lack of product description,high risk,entertainment-focused,security concerns.
S05E17P02	0	0	1	1	unclear business model,lack of product description,high entertainment but low investment appeal,security concerns,niche market.
S05E17P03	1	0	0	0	celebrity endorsement,unique product,personal success story,health and fitness market."
S05E17P03	1	0	1	0	celebrity endorsement,unique product,personal story,health and fitness market"
S05E17P04	0	1	0	1	no formal culinary experience,niche market,high product cost,unclear sales data.
S05E17P04	0	1	1	1	niche market,lack of culinary experience,unclear financials,competitive food industry.
S05E18P01	0	1	0	0	privacy concerns,niche market,unclear scalability,novelty without strong business model.
S05E18P01	0	1	1	0	privacy concerns,niche market,scalability,novelty,competition in dating apps.
S05E18P02	1	1	0	0	innovative product,family-oriented,clear demonstration,solves common problem,appealing to parents and children,reasonable valuation
S05E18P02	1	1	1	0	innovative product,family-oriented,clear demonstration,strong team dynamic,relatable problem-solving,appealing to parents and children.
S05E18P04	1	1	0	1	medical device,proven effectiveness,existing sales,market presence,patented technology
S05E18P04	1	1	1	1	innovative medical device,proven effectiveness,existing sales and growth,patent protection,addresses common problem
S05E19P01	1	0	0	1	innovative product,safety enhancement,strong founder background,clear market need,scalability potential.
S05E19P01	1	0	1	1	innovative product,safety enhancement,strong personal story,clear market need,appealing to tech-savvy investors,entertainment value in demonstration.
S05E19P03	0	0	0	0	niche market,existing solutions,high production cost,limited appeal
S05E19P03	0	0	1	0	niche market,existing solutions,high production cost,limited appeal
S05E19P04	1	0	0	1	innovative product,customization,children's market,clear value proposition,personal touch in pitch,demonstrated market interest,global distribution.
S05E19P04	1	0	1	1	innovative product,customization,children's market,personalized pitch,demonstrated market interest,global distribution.
S05E20P01	1	0	0	0	health-focused product,personalized pitch,young entrepreneur,innovative solution,market trend towards healthy living
S05E20P01	1	0	1	0	health-focused product,personalized pitch,young entrepreneur,innovative solution,entertainment value
S05E20P02	1	0	0	1	green business,electronics recycling,proven business model,market demand,clear value proposition,expansion potential
S05E20P02	0	0	1	1	saturated market,lack of differentiation,no advertising budget,high risk
S05E20P04	0	0	0	1	niche product,limited market appeal,unclear financials,high valuation for stage
S05E20P04	1	0	1	1	unique product,personal story,market differentiation,entertainment value,growth potential
S05E21P01	0	0	0	1	consumer resistance,niche market,cultural barriers,high risk
S05E21P01	0	0	1	1	unconventional product,consumer resistance,cultural barriers,niche market
S05E21P02	0	0	0	1	market saturation,existing solutions,investor skepticism,product differentiation concerns,implementation feasibility.
S05E21P02	0	0	1	1	saturated market,existing solutions,implementation concerns,investor skepticism
S05E21P03	0	0	0	0	unclear market size,novelty item,limited appeal,lack of serious financial details,entertainment value overshadowed by practical investment concerns
S05E21P03	0	0	1	0	niche product,unclear market size,lack of professional presentation,insufficient sales data,valuation concerns.
S05E22P01	1	0	0	1	unique product,proven sales,national distribution,strong margins,positive feedback,scalable opportunity.
S05E22P01	1	0	1	1	unique product,proven sales,national retail presence,strong margins,clear growth plan,engaging pitch.
S05E22P02	1	1	0	1	innovative product,clear problem and solution,demonstrated market interest,appealing presentation,strong team relationship.
S05E22P02	1	1	1	1	innovative product,clear problem and solution,female entrepreneurs,strong team relationship,market potential,product demonstration appeal
S05E22P03	0	0	0	1	high valuation,competitive market,minimum order requirement,cost concerns
S05E22P03	0	0	1	1	high valuation,competitive market,unclear differentiation,high customer cost.
S05E22P04	1	0	0	1	innovative product,experienced team,clear problem and solution,relatable issue,painting industry,unique selling proposition
S05E22P04	1	0	1	1	unique product,experienced team,clear problem and solution,industry expertise,entertainment value
S05E23P01	0	0	0	1	high cost,low sales volume,niche market,unclear market demand,high production cost
S05E23P01	0	0	1	1	high production cost,low sales volume,niche market,unclear market demand,high retail price.
S05E23P02	0	0	0	0	unclear growth trajectory,flat sales,high valuation,lack of compelling differentiation
S05E23P02	0	0	1	0	unclear growth,flat sales,high valuation,lack of compelling differentiation
S05E23P03	0	0	0	1	saturated market,novelty product,unclear financials,high valuation
S05E23P03	0	0	1	1	niche product,unclear financial details,casual presentation style,lack of focus on business strategy
S05E23P04	0	1	0	1	niche market,unclear presentation,health concerns,high valuation
S05E23P04	0	1	1	1	niche market,unclear presentation,health concerns,high valuation
S05E24P01	1	0	0	0	market need,scalable solution,proven traction,safety and quality assurance,appealing sector (education and music)
S05E24P01	1	0	1	0	market need,scalable solution,clear business model,entertainment value
S05E24P02	0	0	0	1	niche market,limited application,efficiency concerns,pending patent,unclear scalability
S05E24P02	0	0	1	1	niche market,limited application,efficiency concerns,patent pending,investor skepticism
S05E24P03	1	0	0	1	barbara corcoran,deal,significant sales,strong partnership,personal story,market potential,healthcare connections.
S05E24P03	0	0	1	1	inconsistencies,gender error,unrealistic claims,lack of clarity
S05E24P04	0	0	0	1	niche market,limited appeal,specialized tool,lack of broad market potential,investor interest.
S05E24P04	1	0	1	1	innovative solution,clear problem identification,practical demonstration,market need,insurance savings,experienced entrepreneur
S05E25P01	1	0	0	1	innovative product,smart home technology,clear use cases,strong pitch engagement,large market potential.
S05E25P01	1	0	1	1	innovative product,smart home technology,clear use cases,strong pitch engagement with investors,large market potential.
S05E25P03	1	0	0	0	innovative product,clear market need,engaging presentation,family business,appealing to investor interests (wine preservation),visual demonstration.
S05E25P03	1	0	1	0	innovative product,clear market need,engaging presentation,wine industry growth,appealing to mr. wonderful's interests,demonstration of product effectiveness.
S05E25P04	1	1	0	1	innovative product,strong sales,child appeal,amazon distribution,scalability
S05E25P04	1	1	1	1	innovative product,strong sales,niche market,female entrepreneurs,entertainment value
S05E26P01	0	0	0	0	high valuation,lack of sales data,investor reaction,niche product
S05E26P01	0	0	1	0	high valuation,lack of detailed financials,negative initial reaction,investor skepticism,unclear market differentiation.
S05E26P02	0	0	0	1	saturated market,high investment ask,unclear differentiation,entertainment value,physical risk concerns
S05E26P02	0	0	1	1	saturated market,high investment ask,unclear differentiation,entertainment value limited
S05E26P03	0	0	0	1	regulatory concerns,lack of proven efficacy,high risk,investor skepticism
S05E26P03	0	0	1	1	regulatory concerns,lack of proven efficacy,high risk,investor skepticism
S05E27P01	0	0	0	0	confusing pitch,lack of clarity,high valuation,low equity offer,unprofessional presentation.
S05E27P01	0	0	1	0	confusing pitch,unclear value proposition,high valuation,low equity offer,lack of professionalism.
S05E27P02	0	0	0	1	overstated claims,unclear long-term effectiveness,potential safety concerns,lack of demonstrated market traction,high valuation.
S05E27P02	0	0	1	1	unclear long-term effectiveness,potential safety concerns,niche market,presentation style,investor skepticism
S05E27P03	1	0	0	1	innovative product,previous major retailer interest (walmart),clear problem and solution,high entertainment value,young entrepreneur motivation.
S05E27P03	0	0	1	1	inexperienced entrepreneur,product hiatus,previous sales unverified,niche market,uncertain demand.
S05E27P04	1	1	0	1	eco-friendly,sustainable,unique product,strong team background,entertainment value,market potential in eco-conscious products
S05E27P04	1	1	1	1	eco-friendly,sustainable,unique product,strong team background,market potential,entertainment value
S05E28P01	1	0	0	1	innovative product,unique design,global market potential,scalable business model,experienced team
S05E28P01	1	0	1	1	innovative product,unique design,global market potential,scalable business model,experienced team
S05E28P02	0	1	0	1	unclear benefits,vague health claims,lack of professional presentation,investor skepticism
S05E28P02	0	1	1	1	unclear benefits,vague health claims,lack of professional presentation,high valuation
S05E28P03	0	0	0	0	high risk,uncertain return,previously salvaged,legal complexities,lack of exclusive rights
S05E28P03	0	0	1	0	high risk,uncertain return,previously salvaged,legal complexities,speculative valuation
S05E29P02	0	1	0	1	niche market,limited scalability,hardware limitations (ipad only),dependency on third-party retailer (zappos),unclear revenue model beyond affiliate sales.
S05E29P02	0	1	1	1	niche market,limited scalability,hardware dependency,investor interest
S05E29P03	0	0	0	1	confusing presentation,unclear value proposition,niche problem,demonstration issues
S05E29P03	0	0	1	1	confusing presentation,unclear value proposition,niche problem,presentation errors
S05E29P04	0	1	0	1	lack of sales,untested market,early stage,high risk,inexperienced entrepreneur.
S05E29P04	0	1	1	1	inexperienced entrepreneur,no sales,prototype stage,high risk,unclear market validation.
S06E01P02	1	0	0	0	niche market,unique concept,demonstrated revenue,scalable business model,entertainment value.
S06E01P02	1	0	1	0	niche market,unique concept,demonstrated revenue,scalable business model,entertainment value
S06E01P03	0	0	0	0	pre-revenue,high initial cost,niche market,liability concerns,product functionality doubts
S06E01P03	0	0	1	0	pre-revenue,high initial cost,market skepticism,product complexity,liability concerns
S06E01P04	1	0	0	1	innovative product,social impact,clear problem and solution,appealing to investor interests,strong presentation
S06E01P04	1	0	1	1	innovative product,social impact,clear problem and solution,appealing to socially conscious investors,strong presentation,product demonstration,market potential in athleisure.
S06E02P01	0	1	0	1	high valuation,niche market,unclear financials,entertainment gimmick.
S06E02P01	1	1	1	1	empowerment,female entrepreneurs,innovative product,strong presentation,personalized pitches to sharks,existing community engagement,entertainment value
S06E02P02	0	0	0	0	unclear financials,lack of professional design,novelty item,durability concerns,incomplete sales data
S06E02P02	0	0	1	0	unclear financials,novelty product,limited market appeal,durability concerns,presentation style
S06E02P03	1	0	0	0	unique concept,entertainment value,market niche,engaging presentation,personalized approach
S06E02P03	1	0	1	0	unique concept,entertainment value,engaging pitch,market niche,personalized approach
S06E02P04	0	0	0	1	niche market,high production costs,limited appeal,specialized product,uncertain mass market potential.
S06E02P04	0	0	1	1	niche market,high production costs,unclear financials,limited appeal
S06E03P01	0	0	0	1	niche market,novelty item,limited appeal,high competition in children's products,unclear long-term usability
S06E03P01	0	0	1	1	niche market,novelty item,limited appeal,high valuation
S06E03P02	0	1	0	1	niche market,unclear presentation,low financial clarity,high product cost,limited appeal
S06E03P02	0	1	1	1	unclear pitch,disorganized presentation,lack of financial details,market potential unclear,investor confusion
S06E03P03	0	0	0	0	pre-revenue,niche market,high valuation,unproven demand
S06E03P03	0	0	1	0	pre-revenue,niche market,unclear demand,high valuation
S06E04P01	0	1	0	0	niche market,novelty product,limited repeat customers,high logistics complexity,investor skepticism on scalability and long-term viability.
S06E04P01	0	1	1	0	niche market,product novelty,sustainability concerns,investor skepticism on scalability and market size.
S06E04P02	0	0	0	1	unclear business model,niche market,low scalability,lack of financial details,high valuation for early-stage concept
S06E04P02	0	0	1	1	unclear pitch,lack of professionalism,confusion about product,limited market differentiation,unclear financials and business model.
S06E04P03	1	0	0	0	practical solution,experienced entrepreneur,global interest,entertainment value,clear demonstration
S06E04P03	1	0	1	0	practical solution,experienced entrepreneur,clear market need,demonstrated interest,scalable product
S06E04P04	0	0	0	1	unclear pitch,confusing presentation,product demonstration effectiveness questionable,niche market,high valuation.
S06E04P04	1	0	1	1	innovative product,relatable problem,demonstration,entertainment value,clear solution.
S06E05P02	1	1	0	1	unique niche,expanding market,solid revenue growth,attractive margins,entertainment value
S06E05P02	1	1	1	1	unique niche,expanding market,proven revenue,attractive margins,strong personal story,entertainment value.
S06E05P04	0	0	0	1	niche market,novelty product,high valuation,entertainment over substance,unclear long-term viability
S06E05P04	0	0	1	1	niche market,high valuation,entertainment gimmick,unclear scalability,investor fit
S06E06P01	0	0	0	0	niche market,high valuation,unclear broader market appeal,cost concerns,specialized product
S06E06P01	1	0	1	0	unique product,interactive customer experience,targeted investor interest (kevin's olive oil collection),clear cost and pricing structure,niche market appeal.
S06E06P03	1	0	0	0	high demand,innovative technology,safety product,experienced team,clear problem and solution,large market potential
S06E06P03	1	0	1	0	innovative technology,high market demand,safety and security,experienced team,clear problem and solution,scalable business model
S06E07P01	0	0	0	1	high valuation,lack of unique value proposition,skepticism from investors,competitive market,anecdotal evidence
S06E07P01	0	0	1	1	high valuation,common product concept,lack of unique selling proposition,skepticism from investors,competitive market.
S06E07P02	0	0	0	0	niche market,unclear financials,lack of detailed business model,high valuation.
S06E07P02	0	0	1	0	niche market,unclear financials,casual presentation style,lack of detailed business model.
S06E07P03	0	0	0	1	high valuation,unclear market potential,entertainment gimmick,lack of financial details
S06E07P03	0	0	1	1	high valuation,entertainment-focused,unclear financials,niche market.
S06E07P04	0	1	0	1	niche market,unclear financials,presentation style,product scalability concerns.
S06E07P04	1	1	1	1	unique product,clear problem and solution,market potential,appealing to children and parents,emotional connection,female entrepreneurs,entertainment value
S06E08P01	1	1	0	1	unique product,niche market,demonstration,athlete endorsement,clear problem and solution,entertainment value
S06E08P01	1	1	1	1	unique product,clear demonstration,fitness market,female entrepreneurs,entertainment value
S06E08P03	0	0	0	0	niche market,lack of entrepreneur experience in fashion/design,competitive market,unclear financials and sales data.
S06E08P03	0	0	1	0	niche market,lack of design expertise,unclear differentiation,limited appeal
S06E09P01	0	0	0	0	unclear pitch,confusion,lack of clarity in explanation,missing financial details,incomplete demonstration explanation.
S06E09P01	0	0	1	0	unclear pitch,confusion,lack of clarity in product description,missing financial details,incomplete presentation.
S06E09P04	1	1	0	1	plant-based trend,whole foods market,expanding distribution,health-conscious product,growing market demand.
S06E09P04	1	1	1	1	plant-based trend,whole foods market,expanding distribution,health-conscious product,female entrepreneurship.
S06E10P01	1	0	0	1	innovative product,relatable problem,broad market appeal,entertainment value,clear demonstration
S06E10P01	1	0	1	1	innovative product,relatable problem,broad market appeal,entertainment value,clear demonstration.
S06E10P02	0	0	0	0	high cost,niche market,unclear demand,financial sustainability concerns
S06E10P02	0	0	1	0	high cost,niche market,unclear demand,investor concerns about scalability and profitability.
S06E10P03	0	1	0	1	niche market,unproven demand,early stage,high risk,unclear differentiation
S06E10P03	0	1	1	1	unclear demonstration,niche market,prototype stage,high risk
S06E10P04	0	0	0	1	saturated market,differentiation challenge,marketing needs,financial specifics lacking
S06E10P04	1	0	1	1	eco-friendly,unique selling proposition (less smoke,great scent),existing sales channels (costco),clear need for investment (marketing help),competitive pricing.
S06E11P01	1	0	0	1	innovative product,substantial sales,clear market need,scalability,room for investor guidance on consumer education and inventory management.
S06E11P01	1	0	1	1	innovative product,substantial sales,clear market need,room for improvement in consumer education,significant entrepreneur investment.
S06E11P02	0	1	0	0	niche market,unclear presentation,lack of financial details,high valuation.
S06E11P02	0	1	1	0	niche market,unclear presentation,lack of financial details,potential regulatory concerns
S06E11P04	1	0	0	1	innovative product,strong patent,large market potential,packaging appeal,kevin's interest in licensing.
S06E11P04	0	0	1	1	high valuation,niche market,previous similar products,investor skepticism,patent ownership unclear.
S06E12P01	0	0	0	1	niche market,seasonal product,unclear market size,limited appeal
S06E12P01	0	0	1	1	niche market,seasonal product,limited appeal,entertainment value moderate,unclear financials and market size.
S06E12P02	1	0	0	0	innovative product,seasonal market,clear problem and solution,scalable opportunity,entertainment value
S06E12P02	0	0	1	0	seasonal product,niche market,potential safety concerns,unclear differentiation,installation questions
S06E12P03	1	1	0	1	innovative product,large market,compelling story,young entrepreneurs,health and wellness trend
S06E12P03	0	1	1	1	young entrepreneurs,credibility issue,product demonstration unclear,market potential unverified
S06E12P04	0	1	0	1	seasonal product,limited use,unclear differentiation,high competition in holiday market.
S06E12P04	0	1	1	1	seasonal product,limited use,niche market,unclear differentiation,high risk.
S06E13P01	0	1	0	1	saturated market,unclear differentiation,high valuation,investor skepticism
S06E13P01	1	1	1	1	unique value proposition,female entrepreneurs,strong growth,social networking integration,entertainment value,clear problem and innovative solution.
S06E13P02	1	1	0	0	fashion industry,innovative product,clear problem and solution,strong presentation,visual impact,mass appeal.
S06E13P02	1	1	1	0	innovative product,female entrepreneurs,clear problem and solution,fashion industry,demonstration,high entertainment value
S06E13P03	0	0	0	1	limited scale,high competition,early stage,geographic limitation,convertible notes debt,investor skepticism
S06E13P03	1	0	1	1	innovative solution,e-commerce growth,subscription model,initial traction,scalable potential
S06E14P01	0	1	0	1	niche market,unclear differentiation,limited scalability,presentation clarity
S06E14P01	0	1	1	1	niche market,unclear differentiation,limited appeal,execution concerns
S06E14P02	0	0	0	1	saturated market,lack of differentiation,potential low consumer interest,investor skepticism
S06E14P02	0	0	1	1	saturated market,lack of differentiation,potential low consumer interest,investor skepticism
S06E14P03	0	0	0	0	low sales,complex licensing,unclear business structure,royalty concerns.
S06E14P03	0	0	1	0	low sales,complex licensing,unclear business structure,royalty concerns.
S06E14P04	0	1	0	1	novelty product,limited market potential,unclear long-term viability,high equity ask
S06E14P04	1	1	1	1	innovative product,strong sales,female entrepreneurs,entertainment value,clear market niche
S06E15P01	1	0	0	1	innovative product,strong demonstration,clear use cases,scalable,engaging presentation
S06E15P01	0	0	1	1	saturated market,lack of unique value proposition,unclear large-scale market demand,potential high manufacturing costs
